source_run_mode,capture_source,evaluation_split,layer,projection,score_method,shortlist_size,relationship,token_gap,n,p10_support_jaccard,median_support_jaccard,p10_importance_weighted_overlap,median_importance_weighted_overlap
pilot,exact_checkpoint,test,20,gate_up,abs_activation,768,same_invocation_gate_up,0,1,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,test,20,gate_up,abs_activation,1024,same_invocation_gate_up,0,1,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,test,20,gate_up,activation_weighted_delta_norm,64,same_invocation_gate_up,0,1,0.8285714285714286,0.8285714285714286,0.5032111987596642,0.5032111987596642
pilot,exact_checkpoint,test,20,gate_up,activation_weighted_delta_norm,128,same_invocation_gate_up,0,1,0.855072463768116,0.855072463768116,0.5618118674084903,0.5618118674084903
pilot,exact_checkpoint,test,20,gate_up,activation_weighted_delta_norm,256,same_invocation_gate_up,0,1,0.8962962962962963,0.8962962962962963,0.6112889171943687,0.6112889171943687
pilot,exact_checkpoint,test,20,gate_up,activation_weighted_delta_norm,384,same_invocation_gate_up,0,1,0.92,0.92,0.6382619733765642,0.6382619733765642
pilot,exact_checkpoint,test,20,gate_up,activation_weighted_delta_norm,512,same_invocation_gate_up,0,1,0.928436911487759,0.928436911487759,0.6502538337993982,0.6502538337993982
pilot,exact_checkpoint,test,20,gate_up,activation_weighted_delta_norm,768,same_invocation_gate_up,0,1,0.951715374841169,0.951715374841169,0.6682269883838307,0.6682269883838307
pilot,exact_checkpoint,test,20,gate_up,activation_weighted_delta_norm,1024,same_invocation_gate_up,0,1,0.9654510556621881,0.9654510556621881,0.6770589838797108,0.6770589838797108
pilot,exact_checkpoint,test,20,gate_up,exact_marginal_fixed_greedy,256,same_invocation_gate_up,0,1,0.20964360587002095,0.20964360587002095,0.12805551844670912,0.12805551844670912
pilot,exact_checkpoint,test,20,gate_up,future_proxy_weighted,64,same_invocation_gate_up,0,1,0.5421686746987951,0.5421686746987951,0.4638028589157154,0.4638028589157154
pilot,exact_checkpoint,test,20,gate_up,future_proxy_weighted,128,same_invocation_gate_up,0,1,0.6,0.6,0.5095446867326118,0.5095446867326118
pilot,exact_checkpoint,test,20,gate_up,future_proxy_weighted,256,same_invocation_gate_up,0,1,0.6463022508038585,0.6463022508038585,0.5496034491510835,0.5496034491510835
pilot,exact_checkpoint,test,20,gate_up,future_proxy_weighted,384,same_invocation_gate_up,0,1,0.7336343115124153,0.7336343115124153,0.5975770347499593,0.5975770347499593
pilot,exact_checkpoint,test,20,gate_up,future_proxy_weighted,512,same_invocation_gate_up,0,1,0.7808695652173913,0.7808695652173913,0.624560465015209,0.624560465015209
pilot,exact_checkpoint,test,20,gate_up,future_proxy_weighted,768,same_invocation_gate_up,0,1,0.794392523364486,0.794392523364486,0.6430095607842113,0.6430095607842113
pilot,exact_checkpoint,test,20,gate_up,future_proxy_weighted,1024,same_invocation_gate_up,0,1,0.8669097538742023,0.8669097538742023,0.6653662680857312,0.6653662680857312
pilot,exact_checkpoint,test,39,gate_up,abs_activation,64,same_invocation_gate_up,0,1,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,test,39,gate_up,abs_activation,128,same_invocation_gate_up,0,1,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,test,39,gate_up,abs_activation,256,same_invocation_gate_up,0,1,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,test,39,gate_up,abs_activation,384,same_invocation_gate_up,0,1,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,test,39,gate_up,abs_activation,512,same_invocation_gate_up,0,1,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,test,39,gate_up,abs_activation,768,same_invocation_gate_up,0,1,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,test,39,gate_up,abs_activation,1024,same_invocation_gate_up,0,1,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,test,39,gate_up,activation_weighted_delta_norm,64,same_invocation_gate_up,0,1,0.8823529411764706,0.8823529411764706,0.742473869725492,0.742473869725492
pilot,exact_checkpoint,test,39,gate_up,activation_weighted_delta_norm,128,same_invocation_gate_up,0,1,0.8686131386861314,0.8686131386861314,0.7352874709895864,0.7352874709895864
pilot,exact_checkpoint,test,39,gate_up,activation_weighted_delta_norm,256,same_invocation_gate_up,0,1,0.8823529411764706,0.8823529411764706,0.7447816823128048,0.7447816823128048
pilot,exact_checkpoint,test,39,gate_up,activation_weighted_delta_norm,384,same_invocation_gate_up,0,1,0.924812030075188,0.924812030075188,0.76127018030658,0.76127018030658
pilot,exact_checkpoint,test,39,gate_up,activation_weighted_delta_norm,512,same_invocation_gate_up,0,1,0.9504761904761905,0.9504761904761905,0.7697602471647037,0.7697602471647037
pilot,exact_checkpoint,test,39,gate_up,activation_weighted_delta_norm,768,same_invocation_gate_up,0,1,0.9641943734015346,0.9641943734015346,0.7750266599761467,0.7750266599761467
pilot,exact_checkpoint,test,39,gate_up,activation_weighted_delta_norm,1024,same_invocation_gate_up,0,1,0.9806576402321083,0.9806576402321083,0.7792053104729677,0.7792053104729677
pilot,exact_checkpoint,test,39,gate_up,exact_marginal_fixed_greedy,256,same_invocation_gate_up,0,1,0.23138928402086298,0.23138928402086298,0.1755289699434211,0.1755289699434211
pilot,exact_checkpoint,test,39,gate_up,future_proxy_weighted,64,same_invocation_gate_up,0,1,0.2549019607843137,0.2549019607843137,0.13023392162497413,0.13023392162497413
pilot,exact_checkpoint,test,39,gate_up,future_proxy_weighted,128,same_invocation_gate_up,0,1,0.3689839572192513,0.3689839572192513,0.19035841406244583,0.19035841406244583
pilot,exact_checkpoint,test,39,gate_up,future_proxy_weighted,256,same_invocation_gate_up,0,1,0.501466275659824,0.501466275659824,0.24659536658768447,0.24659536658768447
pilot,exact_checkpoint,test,39,gate_up,future_proxy_weighted,384,same_invocation_gate_up,0,1,0.5207920792079208,0.5207920792079208,0.269330791232245,0.269330791232245
pilot,exact_checkpoint,test,39,gate_up,future_proxy_weighted,512,same_invocation_gate_up,0,1,0.5851393188854489,0.5851393188854489,0.2918638308862727,0.2918638308862727
pilot,exact_checkpoint,test,39,gate_up,future_proxy_weighted,768,same_invocation_gate_up,0,1,0.6879120879120879,0.6879120879120879,0.3281881497116041,0.3281881497116041
pilot,exact_checkpoint,test,39,gate_up,future_proxy_weighted,1024,same_invocation_gate_up,0,1,0.7624784853700516,0.7624784853700516,0.34604858791588067,0.34604858791588067
pilot,exact_checkpoint,validation,0,gate_up,abs_activation,64,same_invocation_gate_up,0,7,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,validation,0,gate_up,abs_activation,128,same_invocation_gate_up,0,7,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,validation,0,gate_up,abs_activation,256,same_invocation_gate_up,0,7,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,validation,0,gate_up,abs_activation,384,same_invocation_gate_up,0,7,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,validation,0,gate_up,abs_activation,512,same_invocation_gate_up,0,7,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,validation,0,gate_up,abs_activation,768,same_invocation_gate_up,0,7,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,validation,0,gate_up,abs_activation,1024,same_invocation_gate_up,0,7,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,validation,0,gate_up,activation_weighted_delta_norm,64,same_invocation_gate_up,0,7,0.8028169014084507,0.8285714285714286,0.7703697724057232,0.7910005616593205
pilot,exact_checkpoint,validation,0,gate_up,activation_weighted_delta_norm,128,same_invocation_gate_up,0,7,0.8392846130126426,0.8686131386861314,0.7879615816937439,0.8053458659581498
pilot,exact_checkpoint,validation,0,gate_up,activation_weighted_delta_norm,256,same_invocation_gate_up,0,7,0.8523936587662847,0.8754578754578755,0.8033379117797305,0.8162662632414999
pilot,exact_checkpoint,validation,0,gate_up,activation_weighted_delta_norm,384,same_invocation_gate_up,0,7,0.8832869766855097,0.8962962962962963,0.8164364563954074,0.829537112105052
pilot,exact_checkpoint,validation,0,gate_up,activation_weighted_delta_norm,512,same_invocation_gate_up,0,7,0.901933223441455,0.914018691588785,0.8292089682136299,0.8362919010850327
pilot,exact_checkpoint,validation,0,gate_up,activation_weighted_delta_norm,768,same_invocation_gate_up,0,7,0.9252974624805473,0.9393939393939394,0.840284671100393,0.8487716557424565
pilot,exact_checkpoint,validation,0,gate_up,activation_weighted_delta_norm,1024,same_invocation_gate_up,0,7,0.9527095601599419,0.9616858237547893,0.8514221497166815,0.8602556291387875
pilot,exact_checkpoint,validation,0,gate_up,exact_marginal_fixed_greedy,256,same_invocation_gate_up,0,7,0.159886210346556,0.17001180637544275,0.12474601439452282,0.1428651217901287
pilot,exact_checkpoint,validation,0,gate_up,future_proxy_weighted,64,same_invocation_gate_up,0,7,0.4853475935828877,0.5421686746987951,0.45556266871190654,0.5253403266153887
pilot,exact_checkpoint,validation,0,gate_up,future_proxy_weighted,128,same_invocation_gate_up,0,7,0.49707602339181284,0.5238095238095238,0.4708768387626674,0.5232582227907786
pilot,exact_checkpoint,validation,0,gate_up,future_proxy_weighted,256,same_invocation_gate_up,0,7,0.5581806591091771,0.5950155763239875,0.49183358321011994,0.539810015032563
pilot,exact_checkpoint,validation,0,gate_up,future_proxy_weighted,384,same_invocation_gate_up,0,7,0.634086843389169,0.6805251641137856,0.522067366927289,0.5646590978714245
pilot,exact_checkpoint,validation,0,gate_up,future_proxy_weighted,512,same_invocation_gate_up,0,7,0.7072402978897164,0.7152428810720268,0.5449707947448883,0.5872491910719633
pilot,exact_checkpoint,validation,0,gate_up,future_proxy_weighted,768,same_invocation_gate_up,0,7,0.7773714872925692,0.786046511627907,0.5660360836959673,0.6170040406440767
pilot,exact_checkpoint,validation,0,gate_up,future_proxy_weighted,1024,same_invocation_gate_up,0,7,0.8315180969433431,0.8400718778077269,0.5824206572634002,0.6389575471173796
pilot,exact_checkpoint,validation,4,gate,abs_activation,64,adjacent_token_same_sequence,1,12,0.09591973244147158,0.17974855589534489,0.12945639773254075,0.20516545847361806
pilot,exact_checkpoint,validation,4,gate,abs_activation,128,adjacent_token_same_sequence,1,12,0.09448662925057774,0.1636604062067398,0.10754149602657333,0.17829616623397232
pilot,exact_checkpoint,validation,4,gate,abs_activation,256,adjacent_token_same_sequence,1,12,0.10607089095210046,0.1570990806945863,0.11066046396848338,0.1663901886228241
pilot,exact_checkpoint,validation,4,gate,abs_activation,384,adjacent_token_same_sequence,1,12,0.1398050021195422,0.18336182336182336,0.13463974553122438,0.18358077590492888
pilot,exact_checkpoint,validation,4,gate,abs_activation,512,adjacent_token_same_sequence,1,12,0.17985957191225638,0.20683936384471144,0.16274442348293153,0.19813540259457849
pilot,exact_checkpoint,validation,4,gate,abs_activation,768,adjacent_token_same_sequence,1,12,0.26139512254454783,0.2891497352872394,0.21736385253620277,0.24862826194485682
pilot,exact_checkpoint,validation,4,gate,abs_activation,1024,adjacent_token_same_sequence,1,12,0.35181518151815183,0.3722499019064713,0.269806182835947,0.2954112644765823
pilot,exact_checkpoint,validation,4,gate,activation_weighted_delta_norm,64,adjacent_token_same_sequence,1,12,0.06847457627118644,0.13309831570701136,0.0958767748764337,0.163161284090573
pilot,exact_checkpoint,validation,4,gate,activation_weighted_delta_norm,128,adjacent_token_same_sequence,1,12,0.07654180316194274,0.1507070707070707,0.08765996441670035,0.1541149193892165
pilot,exact_checkpoint,validation,4,gate,activation_weighted_delta_norm,256,adjacent_token_same_sequence,1,12,0.09472291149710504,0.15445468041404836,0.10010641298890006,0.1556551431188643
pilot,exact_checkpoint,validation,4,gate,activation_weighted_delta_norm,384,adjacent_token_same_sequence,1,12,0.13107511045655376,0.17432290887326052,0.11453808664930808,0.1652262535511071
pilot,exact_checkpoint,validation,4,gate,activation_weighted_delta_norm,512,adjacent_token_same_sequence,1,12,0.17593073844726972,0.20616668701510593,0.13351962871135306,0.1793473118267686
pilot,exact_checkpoint,validation,4,gate,activation_weighted_delta_norm,768,adjacent_token_same_sequence,1,12,0.25583151779230207,0.2853565486294348,0.16800227466713688,0.20558133521705763
pilot,exact_checkpoint,validation,4,gate,activation_weighted_delta_norm,1024,adjacent_token_same_sequence,1,12,0.346837615505533,0.3713433092782026,0.1931853701974749,0.2270268661387932
pilot,exact_checkpoint,validation,4,gate,exact_marginal_fixed_greedy,256,adjacent_token_same_sequence,1,12,0.20132296506315656,0.22360099359623703,0.06911072038379606,0.09803087171609227
pilot,exact_checkpoint,validation,4,gate,future_proxy_weighted,64,adjacent_token_same_sequence,1,12,0.059629140912563376,0.13274336283185842,0.0807898846631075,0.13749198074189034
pilot,exact_checkpoint,validation,4,gate,future_proxy_weighted,128,adjacent_token_same_sequence,1,12,0.07157976161175768,0.14541960281870597,0.08216141191217416,0.1399619592321429
pilot,exact_checkpoint,validation,4,gate,future_proxy_weighted,256,adjacent_token_same_sequence,1,12,0.09448662925057774,0.15452511694122434,0.08899084946812576,0.1447867516657534
pilot,exact_checkpoint,validation,4,gate,future_proxy_weighted,384,adjacent_token_same_sequence,1,12,0.13291068090613195,0.17164175630827092,0.11039247648657925,0.14772853026876567
pilot,exact_checkpoint,validation,4,gate,future_proxy_weighted,512,adjacent_token_same_sequence,1,12,0.17836593785960875,0.20470588235294118,0.1271285633769368,0.16373313677099519
pilot,exact_checkpoint,validation,4,gate,future_proxy_weighted,768,adjacent_token_same_sequence,1,12,0.2643016657514186,0.2746896745508338,0.16158693597409865,0.18754550065524556
pilot,exact_checkpoint,validation,4,gate,future_proxy_weighted,1024,adjacent_token_same_sequence,1,12,0.35030046962256906,0.37131994602034546,0.18529094825152298,0.20821530748790487
pilot,exact_checkpoint,validation,4,gate_up,abs_activation,64,same_invocation_gate_up,0,16,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,validation,4,gate_up,abs_activation,128,same_invocation_gate_up,0,16,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,validation,4,gate_up,abs_activation,256,same_invocation_gate_up,0,16,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,validation,4,gate_up,abs_activation,384,same_invocation_gate_up,0,16,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,validation,4,gate_up,abs_activation,512,same_invocation_gate_up,0,16,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,validation,4,gate_up,abs_activation,768,same_invocation_gate_up,0,16,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,validation,4,gate_up,abs_activation,1024,same_invocation_gate_up,0,16,1.0,1.0,1.0,1.0
pilot,exact_checkpoint,validation,4,gate_up,activation_weighted_delta_norm,64,same_invocation_gate_up,0,16,0.8031746031746032,0.855072463768116,0.7053504709532825,0.7264947894265551
pilot,exact_checkpoint,validation,4,gate_up,activation_weighted_delta_norm,128,same_invocation_gate_up,0,16,0.8351490236382323,0.8686131386861314,0.7378446361708892,0.7588494592681121
pilot,exact_checkpoint,validation,4,gate_up,activation_weighted_delta_norm,256,same_invocation_gate_up,0,16,0.8823529411764706,0.9104477611940298,0.7785839671073765,0.7971289213483437
pilot,exact_checkpoint,validation,4,gate_up,activation_weighted_delta_norm,384,same_invocation_gate_up,0,16,0.8986431976530986,0.9272301356406091,0.7943931082350019,0.8161891089986466
pilot,exact_checkpoint,validation,4,gate_up,activation_weighted_delta_norm,512,same_invocation_gate_up,0,16,0.9339016299889432,0.941233971594503,0.8100177867910505,0.8295737158121491
pilot,exact_checkpoint,validation,4,gate_up,activation_weighted_delta_norm,768,same_invocation_gate_up,0,16,0.9467711880742787,0.9591836734693877,0.8225146485203483,0.8430367829543695
pilot,exact_checkpoint,validation,4,gate_up,activation_weighted_delta_norm,1024,same_invocation_gate_up,0,16,0.9663950763421412,0.9720755654707265,0.8337240191896282,0.8470299269725456
pilot,exact_checkpoint,validation,4,gate_up,exact_marginal_fixed_greedy,256,same_invocation_gate_up,0,16,0.19586337939276743,0.21204486727742541,0.13351622946787556,0.14801124325355802
pilot,exact_checkpoint,validation,4,gate_up,future_proxy_weighted,64,same_invocation_gate_up,0,16,0.4144078144078144,0.46290491118077326,0.4132981858607217,0.46988242895249044
pilot,exact_checkpoint,validation,4,gate_up,future_proxy_weighted,128,same_invocation_gate_up,0,16,0.47126436781609193,0.5103376261747302,0.46648178016739905,0.5096646433760454
pilot,exact_checkpoint,validation,4,gate_up,future_proxy_weighted,256,same_invocation_gate_up,0,16,0.617697560196462,0.6357827476038339,0.5506225624933802,0.5687550623307142
pilot,exact_checkpoint,validation,4,gate_up,future_proxy_weighted,384,same_invocation_gate_up,0,16,0.6480762588934171,0.6953725000974621,0.576205740077872,0.6045279133949608
pilot,exact_checkpoint,validation,4,gate_up,future_proxy_weighted,512,same_invocation_gate_up,0,16,0.7152621315638108,0.7534297987128176,0.6129974845264567,0.6360121511033556
pilot,exact_checkpoint,validation,4,gate_up,future_proxy_weighted,768,same_invocation_gate_up,0,16,0.7954418757173307,0.8166822406374323,0.6500747261563546,0.6671963493484567
pilot,exact_checkpoint,validation,4,gate_up,future_proxy_weighted,1024,same_invocation_gate_up,0,16,0.8592831792908938,0.87288562248378,0.6696750576436835,0.6884274536004928
pilot,exact_checkpoint,validation,4,up,abs_activation,64,adjacent_token_same_sequence,1,12,0.09591973244147158,0.17974855589534489,0.12945639773254075,0.20516545847361806
pilot,exact_checkpoint,validation,4,up,abs_activation,128,adjacent_token_same_sequence,1,12,0.09448662925057774,0.1636604062067398,0.10754149602657333,0.17829616623397232
pilot,exact_checkpoint,validation,4,up,abs_activation,256,adjacent_token_same_sequence,1,12,0.10607089095210046,0.1570990806945863,0.11066046396848338,0.1663901886228241
pilot,exact_checkpoint,validation,4,up,abs_activation,384,adjacent_token_same_sequence,1,12,0.1398050021195422,0.18336182336182336,0.13463974553122438,0.18358077590492888
pilot,exact_checkpoint,validation,4,up,abs_activation,512,adjacent_token_same_sequence,1,12,0.17985957191225638,0.20683936384471144,0.16274442348293153,0.19813540259457849
pilot,exact_checkpoint,validation,4,up,abs_activation,768,adjacent_token_same_sequence,1,12,0.26139512254454783,0.2891497352872394,0.21736385253620277,0.24862826194485682
pilot,exact_checkpoint,validation,4,up,abs_activation,1024,adjacent_token_same_sequence,1,12,0.35181518151815183,0.3722499019064713,0.269806182835947,0.2954112644765823
pilot,exact_checkpoint,validation,4,up,activation_weighted_delta_norm,64,adjacent_token_same_sequence,1,12,0.06756302521008403,0.12830071450761105,0.08373402916586226,0.1457512638300293
pilot,exact_checkpoint,validation,4,up,activation_weighted_delta_norm,128,adjacent_token_same_sequence,1,12,0.07203361403880444,0.14541960281870597,0.08283151023697018,0.1419826514970316
pilot,exact_checkpoint,validation,4,up,activation_weighted_delta_norm,256,adjacent_token_same_sequence,1,12,0.09448662925057774,0.149271930266539,0.09012418396182952,0.14538854358214756
pilot,exact_checkpoint,validation,4,up,activation_weighted_delta_norm,384,adjacent_token_same_sequence,1,12,0.12445095168374817,0.17433663699682259,0.10690326044821032,0.1581025508114845
pilot,exact_checkpoint,validation,4,up,activation_weighted_delta_norm,512,adjacent_token_same_sequence,1,12,0.17055382097856325,0.20473256155153607,0.12631767188022408,0.17106131285310056
pilot,exact_checkpoint,validation,4,up,activation_weighted_delta_norm,768,adjacent_token_same_sequence,1,12,0.26004922067268255,0.2832089156397787,0.16372162281904404,0.19861981106190513
pilot,exact_checkpoint,validation,4,up,activation_weighted_delta_norm,1024,adjacent_token_same_sequence,1,12,0.34861140623608117,0.3727287715813028,0.19039374940764883,0.2223401003707149
pilot,exact_checkpoint,validation,4,up,exact_marginal_fixed_greedy,256,adjacent_token_same_sequence,1,12,0.1836709368841655,0.2007454555979799,0.0855661602527612,0.11264733837468277
pilot,exact_checkpoint,validation,4,up,future_proxy_weighted,64,adjacent_token_same_sequence,1,12,0.0847457627118644,0.13780025284450065,0.07878663349489713,0.1379604113538534
pilot,exact_checkpoint,validation,4,up,future_proxy_weighted,128,adjacent_token_same_sequence,1,12,0.0760841045278871,0.1379800853485064,0.07788590820862422,0.13057763625828728
pilot,exact_checkpoint,validation,4,up,future_proxy_weighted,256,adjacent_token_same_sequence,1,12,0.09683129561833714,0.15056179775280898,0.09111353115336251,0.13694898318404652
