source_run_mode,capture_source,evaluation_split,layer,objective,selection_category,selection_regime,action_family,tile_shape,selector,physical_budget_bpw,n,p10_recovery,median_recovery,p90_recovery,median_physical_pages,median_logical_actions,median_logical_bytes,median_page_amplification
full,cross_reference,test,0,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,64x16,exact_dynamic_tile_marginal_refresh_1,1.25,39,0.9471649739547752,0.9774298391874091,0.996815096423825,960.0,960.0,491520.0,1.0
full,cross_reference,test,0,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,64x16,exact_dynamic_tile_marginal_refresh_1,1.5,39,0.9489853861183615,0.9781370648563189,0.996829380754704,1152.0,1152.0,589824.0,1.0
full,cross_reference,test,0,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,0.25,39,-5.339497231733862,-1.178683748061291,0.09487046829932425,192.0,192.0,98304.0,1.0
full,cross_reference,test,0,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,0.5,39,-10.243230676015656,-2.955213904611941,-0.7246118359050002,384.0,384.0,196608.0,1.0
full,cross_reference,test,0,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,0.75,39,-13.01540675987589,-4.057540627517631,-1.0349755621113355,576.0,576.0,294912.0,1.0
full,cross_reference,test,0,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,1.0,39,-13.163220463532577,-4.292632904275444,-1.0830426721786912,768.0,768.0,393216.0,1.0
full,cross_reference,test,0,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,1.25,39,-12.786912603221868,-4.306347653005922,-1.0895234174846167,960.0,960.0,491520.0,1.0
full,cross_reference,test,0,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,1.5,39,-10.740929986173926,-3.635669810907504,-0.8185798537790795,1152.0,1152.0,589824.0,1.0
full,cross_reference,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,0.25,35,0.8050506266495785,0.8744439180998371,0.9393923557690806,192.0,192.0,98304.0,1.0
full,cross_reference,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,0.5,35,0.9083208500658116,0.9436943690768211,0.9723311187006276,384.0,384.0,196608.0,1.0
full,cross_reference,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,0.75,35,0.9410639176270931,0.9633509928024397,0.9823723253703902,576.0,576.0,294912.0,1.0
full,cross_reference,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,1.0,35,0.9485595534430998,0.9675809107469999,0.9848582215568428,768.0,768.0,393216.0,1.0
full,cross_reference,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,1.25,35,0.954168623610542,0.9735527374035767,0.9876445469479976,960.0,960.0,491520.0,1.0
full,cross_reference,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,1.5,35,0.9594112156639897,0.977942382864702,0.9891590852352184,1152.0,1152.0,589824.0,1.0
full,cross_reference,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,64x16,exact_dynamic_tile_marginal_refresh_1,0.25,35,0.8002564555051986,0.8830823536013306,0.9401009540621407,192.0,192.0,98304.0,1.0
full,cross_reference,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,64x16,exact_dynamic_tile_marginal_refresh_1,0.5,35,0.9080134522787232,0.9441137145746363,0.9723378364043582,384.0,384.0,196608.0,1.0
full,cross_reference,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,64x16,exact_dynamic_tile_marginal_refresh_1,0.75,35,0.9380212330035338,0.9626370877970936,0.9816297630926261,576.0,576.0,294912.0,1.0
full,cross_reference,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,64x16,exact_dynamic_tile_marginal_refresh_1,1.0,35,0.9484047491248362,0.9675880648463965,0.9837435933797564,768.0,768.0,393216.0,1.0
full,cross_reference,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,64x16,exact_dynamic_tile_marginal_refresh_1,1.25,35,0.9582179752401864,0.9739890871944565,0.98720775129156,960.0,960.0,491520.0,1.0
full,cross_reference,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,64x16,exact_dynamic_tile_marginal_refresh_1,1.5,35,0.9633537595337731,0.9778983616910606,0.9895496018322621,1152.0,1152.0,589824.0,1.0
full,cross_reference,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,0.25,35,-6.8033408960636095,-2.1747970557303957,-1.0785848378954008,192.0,192.0,98304.0,1.0
full,cross_reference,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,0.5,35,-14.12330828370937,-6.276366670925917,-3.8119737838892593,384.0,384.0,196608.0,1.0
full,cross_reference,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,0.75,35,-18.350179145109227,-8.440357074759397,-5.604022919756566,576.0,576.0,294912.0,1.0
full,cross_reference,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,1.0,35,-19.55894713937438,-9.092114047068346,-6.178674314198447,768.0,768.0,393216.0,1.0
full,cross_reference,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,1.25,35,-19.114753748517696,-8.794998227527117,-6.0272088363208,960.0,960.0,491520.0,1.0
full,cross_reference,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,1.5,35,-15.442636937077765,-7.392395260260528,-4.9253393751917764,1152.0,1152.0,589824.0,1.0
full,cross_reference,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,0.25,36,0.766912428856427,0.8154770723724059,0.909119684416559,192.0,192.0,98304.0,1.0
full,cross_reference,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,0.5,36,0.8780882475267475,0.9109668141186507,0.9543010589024289,384.0,384.0,196608.0,1.0
full,cross_reference,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,0.75,36,0.9209902882879204,0.9402565411946071,0.9712687477779842,576.0,576.0,294912.0,1.0
full,cross_reference,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,1.0,36,0.9304920391128857,0.9488726030066359,0.9768261933240889,768.0,768.0,393216.0,1.0
full,cross_reference,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,1.25,36,0.9408862682189154,0.961590376022532,0.9808838183656079,960.0,960.0,491520.0,1.0
full,cross_reference,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,1.5,36,0.9499090872613132,0.969234133222758,0.9842795014237474,1152.0,1152.0,589824.0,1.0
full,cross_reference,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,64x16,exact_dynamic_tile_marginal_refresh_1,0.25,36,0.7667509592646956,0.8219375558503752,0.9089644597366593,192.0,192.0,98304.0,1.0
full,cross_reference,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,64x16,exact_dynamic_tile_marginal_refresh_1,0.5,36,0.8781880318134831,0.9103779775530623,0.954693576834293,384.0,384.0,196608.0,1.0
full,cross_reference,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,64x16,exact_dynamic_tile_marginal_refresh_1,0.75,36,0.9181031381209432,0.9389110767555009,0.9723224594922867,576.0,576.0,294912.0,1.0
full,cross_reference,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,64x16,exact_dynamic_tile_marginal_refresh_1,1.0,36,0.9295486734697739,0.9511819984213332,0.9777701850101836,768.0,768.0,393216.0,1.0
full,cross_reference,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,64x16,exact_dynamic_tile_marginal_refresh_1,1.25,36,0.940203497322597,0.9605361482774082,0.9815534114722917,960.0,960.0,491520.0,1.0
full,cross_reference,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,64x16,exact_dynamic_tile_marginal_refresh_1,1.5,36,0.9522444644170234,0.9662420802159617,0.9858670507305067,1152.0,1152.0,589824.0,1.0
full,cross_reference,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,0.25,36,-7.592386805445306,-4.5372667722955065,-1.7253816253352463,192.0,192.0,98304.0,1.0
full,cross_reference,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,0.5,36,-16.705238198107335,-11.33253558426972,-5.474229408961579,384.0,384.0,196608.0,1.0
full,cross_reference,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,0.75,36,-21.383086314048434,-14.994986014434753,-7.9333932718522835,576.0,576.0,294912.0,1.0
full,cross_reference,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,1.0,36,-22.105295403158273,-16.035177841076816,-8.401901554041487,768.0,768.0,393216.0,1.0
full,cross_reference,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,1.25,36,-21.246752751234602,-15.439942352226485,-8.113055731095615,960.0,960.0,491520.0,1.0
full,cross_reference,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,1.5,36,-16.81165256418617,-11.85314876817752,-6.079780279171207,1152.0,1152.0,589824.0,1.0
full,cross_reference,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,0.25,32,0.7678971685760585,0.8537692434918316,0.9299387492887766,192.0,192.0,98304.0,1.0
full,cross_reference,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,0.5,32,0.8779001927241391,0.9251103106969341,0.9634971300663544,384.0,384.0,196608.0,1.0
full,cross_reference,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,0.75,32,0.9175087747246004,0.9456976762634846,0.9726378754602527,576.0,576.0,294912.0,1.0
full,cross_reference,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,1.0,32,0.9290238094938177,0.9525457436937874,0.974679408648943,768.0,768.0,393216.0,1.0
full,cross_reference,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,1.25,32,0.9438971155535641,0.9620999028875922,0.9773285610908271,960.0,960.0,491520.0,1.0
full,cross_reference,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,1.5,32,0.9508587823991949,0.9700884769310852,0.9832141230136529,1152.0,1152.0,589824.0,1.0
full,cross_reference,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,64x16,exact_dynamic_tile_marginal_refresh_1,0.25,32,0.7708221000431872,0.8544396795765608,0.9309716662410412,192.0,192.0,98304.0,1.0
full,cross_reference,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,64x16,exact_dynamic_tile_marginal_refresh_1,0.5,32,0.876119622867428,0.9256537831660381,0.9629182820816302,384.0,384.0,196608.0,1.0
full,cross_reference,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,64x16,exact_dynamic_tile_marginal_refresh_1,0.75,32,0.9115609860220347,0.9472367150285264,0.9723979585030849,576.0,576.0,294912.0,1.0
full,cross_reference,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,64x16,exact_dynamic_tile_marginal_refresh_1,1.0,32,0.9246544709643388,0.9533701025229415,0.9757584686936611,768.0,768.0,393216.0,1.0
full,cross_reference,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,64x16,exact_dynamic_tile_marginal_refresh_1,1.25,32,0.9366795456413839,0.9631021304979526,0.9793478830281105,960.0,960.0,491520.0,1.0
full,cross_reference,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,64x16,exact_dynamic_tile_marginal_refresh_1,1.5,32,0.9444663609065097,0.9701122453533818,0.9830940752258762,1152.0,1152.0,589824.0,1.0
full,cross_reference,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,0.25,32,-6.7743756340748575,-4.391270161276342,-1.5053354683585105,192.0,192.0,98304.0,1.0
full,cross_reference,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,0.5,32,-14.790363812089051,-9.531060439796267,-4.583846260013527,384.0,384.0,196608.0,1.0
full,cross_reference,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,0.75,32,-18.77293809294692,-11.811100277567302,-6.49556456040731,576.0,576.0,294912.0,1.0
full,cross_reference,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,1.0,32,-20.16426840274142,-12.165544219410489,-6.809616931802758,768.0,768.0,393216.0,1.0
full,cross_reference,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,1.25,32,-20.79187438304339,-11.827088009606193,-6.531233656023701,960.0,960.0,491520.0,1.0
full,cross_reference,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,1.5,32,-16.884853427936203,-9.404822200214735,-5.382940201688241,1152.0,1152.0,589824.0,1.0
full,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,0.25,13,0.8896838681576408,0.9472836333102879,0.9575816032120099,192.0,192.0,98304.0,1.0
full,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,0.5,13,0.9567289957481345,0.9765752129281879,0.9861095913833958,384.0,384.0,196608.0,1.0
full,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,0.75,13,0.9628289514382605,0.9787696357346214,0.9890870987445782,576.0,576.0,294912.0,1.0
full,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,1.0,13,0.9636519725149812,0.9792517006241216,0.9891979167258438,768.0,768.0,393216.0,1.0
full,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,1.25,13,0.9771041645788986,0.9822976476187488,0.9910661035029581,960.0,960.0,491520.0,1.0
full,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,1.5,13,0.9769787563393715,0.9837955531868003,0.9928880433851552,1152.0,1152.0,589824.0,1.0
full,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,64x16,exact_dynamic_tile_marginal_refresh_1,0.25,13,0.8927507148382318,0.9453667408447705,0.9547133316514314,192.0,192.0,98304.0,1.0
full,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,64x16,exact_dynamic_tile_marginal_refresh_1,0.5,13,0.9636721024326735,0.977347920215379,0.9835624155552218,384.0,384.0,196608.0,1.0
full,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,64x16,exact_dynamic_tile_marginal_refresh_1,0.75,13,0.9712775686025035,0.9783795737561699,0.9859343125471716,576.0,576.0,294912.0,1.0
full,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,64x16,exact_dynamic_tile_marginal_refresh_1,1.0,13,0.9714598707335316,0.9797434081874294,0.9859238087921985,768.0,768.0,393216.0,1.0
full,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,64x16,exact_dynamic_tile_marginal_refresh_1,1.25,13,0.9782356389873403,0.9819014497062193,0.9907338039899432,960.0,960.0,491520.0,1.0
full,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,64x16,exact_dynamic_tile_marginal_refresh_1,1.5,13,0.9786410897920473,0.9829784247176798,0.991448896398542,1152.0,1152.0,589824.0,1.0
full,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,0.25,13,-5.806827412253424,-3.681127711368833,-2.087878592683835,192.0,192.0,98304.0,1.0
full,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,0.5,13,-13.203335689516848,-8.494429381094937,-5.009564620227575,384.0,384.0,196608.0,1.0
full,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,0.75,13,-16.57343714006071,-10.828604136135548,-6.39484341744904,576.0,576.0,294912.0,1.0
full,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,1.0,13,-16.7060366361423,-11.186021821737622,-6.839297324387692,768.0,768.0,393216.0,1.0
full,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,1.25,13,-16.52742003919186,-11.24142750449946,-6.8448022457427875,960.0,960.0,491520.0,1.0
full,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,1.5,13,-14.001927144937644,-10.105883405869475,-6.034357231405227,1152.0,1152.0,589824.0,1.0
full,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,0.25,30,0.7837101713645052,0.849963218820164,0.926652620080886,192.0,192.0,98304.0,1.0
full,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,0.5,30,0.8960123485995055,0.9299641429807397,0.9643622252149829,384.0,384.0,196608.0,1.0
full,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,0.75,30,0.9317294597894081,0.9558944549935493,0.9771230657917405,576.0,576.0,294912.0,1.0
full,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,1.0,30,0.9401570204156018,0.962265790139616,0.9809257469594754,768.0,768.0,393216.0,1.0
full,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,1.25,30,0.9488457303878903,0.970721877098121,0.9848991566176927,960.0,960.0,491520.0,1.0
full,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,1.5,30,0.9552911794502648,0.9777655544957788,0.9874427859411393,1152.0,1152.0,589824.0,1.0
full,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,64x16,exact_dynamic_tile_marginal_refresh_1,0.25,30,0.7821595598147539,0.8580780104024499,0.9266156104659106,192.0,192.0,98304.0,1.0
