factor_config_id,allocation_policy,mean_budget_pages_per_expert,burst_cap_pages_per_expert,layer,router_rank,expert_invocations,selected_pages_mean,selected_pages_median,selected_pages_p10,selected_pages_p90,expert_recovery_median,expert_recovery_p10
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,2,2,32,991.09375,989.0,823.3,1161.0,0.9992748300658107,0.9969659220860783
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,2,3,32,841.0625,831.0,712.8,979.9,0.9970695207585154,0.993009067665797
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,2,4,32,750.53125,761.5,601.1,897.6,0.9943671395176858,0.9851237411090528
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,2,5,32,654.78125,662.5,495.90000000000003,768.0,0.9892527920527419,0.9713882073781281
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,2,6,32,570.375,576.0,448.6,686.6,0.982760447859915,0.9708579905692702
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,2,7,32,535.6875,548.5,398.4,671.5000000000001,0.9818685062523083,0.9508346062125824
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,2,8,32,481.25,492.5,331.3,581.4,0.9684147877083897,0.9414063282512801
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,3,1,32,1108.53125,1108.0,940.0,1312.1,0.9996345572267142,0.9977065508143942
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,3,2,32,928.65625,927.0,734.2,1106.3,0.9980161081982251,0.9912132022091242
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,3,3,32,818.8125,802.5,643.5,969.7,0.9959864490421668,0.9892503532507687
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,3,4,32,733.0,729.0,628.9,827.8000000000001,0.9929971175605249,0.9858206399939629
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,3,5,32,673.75,672.5,572.1,766.6,0.9912495944726891,0.9834151522597788
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,3,6,32,582.34375,576.0,455.9,727.7,0.9821911213766186,0.9707680524665264
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,3,7,32,567.0625,567.5,448.4,680.0,0.9829778547102589,0.9613245234829535
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,3,8,32,543.90625,573.0,419.4,686.2,0.9798929845090759,0.9472539568331688
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,4,1,32,1084.9375,1081.5,960.3,1182.5,0.9996877456827398,0.9987653575098624
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,4,2,32,991.875,986.5,894.0,1081.7,0.9990292985339452,0.9978117403019432
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,4,3,32,869.09375,889.0,765.3,974.7,0.9975548722272652,0.9938529557287596
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,4,4,32,774.28125,768.0,692.8,893.5000000000001,0.9950857993596891,0.990593795387771
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,4,5,32,701.875,719.5,599.1,802.5,0.9902939710380702,0.9831542342106672
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,4,6,32,597.1875,587.0,478.2,683.0,0.9878201422501216,0.9736049592546802
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,4,7,32,515.25,505.0,385.6,591.9,0.9716874006718815,0.944451761029955
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,4,8,32,422.125,384.0,286.4,576.0,0.9613658111117847,0.9138465908143653
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,5,1,32,1090.09375,1096.0,955.1,1249.6,0.999528618554011,0.9985702465239061
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,5,2,32,970.53125,958.5,843.2,1084.8,0.9989144592435268,0.9971074909179782
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,5,3,32,804.875,809.0,689.4,928.0,0.9955055665343597,0.9916326666216196
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,5,4,32,726.46875,729.0,631.2,840.0,0.9936652188971442,0.9861185023242413
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,5,5,32,687.28125,671.0,576.0,780.3000000000001,0.9911308034168117,0.9830909648886166
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,5,6,32,604.21875,580.5,485.2,724.7,0.9866254459541536,0.9684215107615949
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,5,7,32,551.90625,576.0,401.6,661.6,0.9827363825188424,0.9460832558628374
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,5,8,32,521.59375,522.0,386.7,633.3000000000001,0.9749671387154452,0.9662728233670489
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,6,1,32,1089.4375,1116.0,944.4,1210.0,0.999718165454456,0.9987297747859659
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,6,2,32,983.0,982.0,825.6,1141.8,0.9993613434826367,0.9973686127677457
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,6,3,32,867.1875,880.5,704.7,1018.3000000000001,0.9978450286613245,0.9936038948158012
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,6,4,32,791.40625,780.5,675.5,913.0,0.996109324044794,0.9900574073075104
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,6,5,32,625.6875,633.5,519.4,749.0,0.9873818643783214,0.9731725866635601
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,6,6,32,569.25,569.0,435.1,711.5,0.984683527056655,0.9552874780822174
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,6,7,32,535.78125,534.5,384.0,682.3000000000001,0.9780248142969514,0.9493696046601199
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,6,8,32,494.46875,484.0,375.9,645.3000000000001,0.9718688938056242,0.9402652420934278
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,7,1,32,1001.71875,996.5,859.1,1146.0,0.9994948962846046,0.9955716062939349
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,7,2,32,927.8125,909.0,815.8,1066.9,0.9978167718274968,0.9947541678277847
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,7,3,32,828.75,835.5,729.2,956.3000000000001,0.9960748667891504,0.9907079928742214
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,7,4,32,774.125,768.0,729.0,850.0,0.9947652991994878,0.9893710889925994
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,7,5,32,696.9375,726.0,605.9,768.0,0.9922443005638841,0.9815229845901404
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,7,6,32,665.6875,667.0,576.0,749.0,0.9934798536082206,0.9854957967323689
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,7,7,32,539.5,551.5,384.8,677.3000000000001,0.9804288339286046,0.964415333977
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,7,8,32,521.71875,533.0,386.7,660.5000000000001,0.9741662406294955,0.9416618329664644
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,8,1,32,1079.96875,1081.0,928.2,1218.1000000000001,0.9995691923396379,0.997710998106203
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,8,2,32,879.46875,865.5,759.9,1010.2,0.9973049936224865,0.9947735397850911
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,8,3,32,816.78125,813.0,723.6,925.4,0.9953184302039587,0.9904169185698163
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,8,4,32,754.96875,768.0,622.0,843.9,0.9944306841504711,0.9866292138547248
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,8,5,32,681.15625,701.5,576.0,786.5,0.9928496117400908,0.9757762076785169
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,8,6,32,636.71875,625.5,531.4,747.0,0.9866367872552166,0.9723895405624002
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,8,7,32,579.9375,576.0,466.5,713.3000000000001,0.9801172096622779,0.9664913993487768
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,8,8,32,527.6875,544.5,386.2,657.0,0.976486898994706,0.9473066945723629
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,9,1,32,1059.5,1088.5,975.6,1196.6,0.9995609749876633,0.9988206095652415
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,9,2,32,951.0625,978.5,813.3,1077.0,0.9989843152918468,0.9973503166184848
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,9,3,32,806.3125,820.0,654.4,951.5,0.9967375015932768,0.9853237763072222
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,9,4,32,722.09375,730.5,549.1,842.9000000000001,0.9922455048122787,0.9849433710585203
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,9,5,32,656.0625,662.5,549.8,741.7,0.9903886839427112,0.9823691778450595
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,9,6,32,646.65625,615.5,543.5,748.6,0.987406925252827,0.9729579262092043
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,9,7,32,597.96875,576.0,536.7,717.9000000000001,0.9860459901316463,0.9745412325008763
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,9,8,32,517.9375,524.5,384.0,638.6,0.9733046139590698,0.9510044078944687
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,10,1,32,1036.90625,1002.0,876.1,1234.8,0.9994125028355103,0.9976166784103363
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,10,2,32,903.59375,890.5,768.6,1061.7,0.998491662228558,0.9947731154795085
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,10,3,32,814.0625,784.5,726.3,955.5000000000001,0.9955359369958716,0.9905616049123274
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,10,4,32,747.375,750.5,655.5,819.9,0.9938093507321213,0.9869461987148326
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,10,5,32,675.46875,704.0,525.6,749.0,0.9914659115971609,0.9810157253715641
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,10,6,32,656.125,684.5,493.8,746.3000000000001,0.989077448046225,0.9718351895512478
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,10,7,32,579.75,576.0,458.6,710.4,0.9857770703752455,0.9664539169044907
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,10,8,32,543.65625,549.5,384.0,683.0,0.9752329083438416,0.945302924529349
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,11,1,32,1051.8125,1080.0,896.3,1151.3,0.9995818852606964,0.9985476314848708
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,11,2,32,903.90625,921.0,691.4,1050.3000000000002,0.9985362544776533,0.9938506049161157
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,11,3,32,796.6875,805.5,586.9,924.9,0.9965521976258311,0.9797652209446868
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,11,4,32,745.875,734.5,609.9,910.8000000000001,0.9937252175518231,0.9835971175845105
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,11,5,32,682.65625,702.5,566.1,773.4,0.9920289507360187,0.9769171163818514
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,11,6,32,620.78125,615.0,482.7,732.2,0.9860476737005406,0.9730998091624822
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,11,7,32,588.25,600.0,453.6,723.4000000000001,0.9844284384145761,0.9632137570737559
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,11,8,32,567.21875,575.0,412.9,749.0,0.984526639263883,0.9470561057798405
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,12,1,32,1070.0625,1063.5,911.5,1223.0,0.9996190273903043,0.998817117538108
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,12,2,32,991.5625,982.5,865.2,1149.5,0.99893666096759,0.9972499883692574
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,12,3,32,827.1875,841.5,718.9,955.0,0.9960792290472904,0.9898067544635649
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,12,4,32,737.125,759.0,576.0,858.1,0.9935560682889402,0.9816611996177897
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,12,5,32,642.34375,647.5,502.7,747.0,0.9875162883159455,0.9746865718573245
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,12,6,32,643.53125,628.5,537.2,747.0,0.9872610658744327,0.971872967622812
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,12,7,32,545.375,566.0,437.2,646.2,0.9824258180134902,0.9609697630280994
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,12,8,32,498.375,475.5,386.5,616.5000000000001,0.9710301340313907,0.9425968520603999
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,13,1,32,1049.84375,1043.0,909.2,1163.7,0.9996553190905684,0.9978043806433146
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,13,2,32,910.875,921.5,784.4,1036.2,0.9984323082529734,0.9951124904516916
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,13,3,32,811.78125,813.5,712.5,921.8,0.9954080946273886,0.9898083627744722
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,13,4,32,754.78125,746.5,664.6,866.4000000000001,0.994368625222688,0.9865562664417158
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,13,5,32,707.71875,723.5,585.7,827.8000000000001,0.9917804693969785,0.9821028767713951
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,13,6,32,645.09375,642.5,562.5,749.0,0.9868460722648447,0.9757948411371012
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,13,7,32,545.8125,574.0,390.0,676.8000000000001,0.9748597430931984,0.9457782732866633
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,13,8,32,531.0,536.0,384.0,684.7,0.9744440498138117,0.9422523013503451
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,14,1,32,989.09375,964.0,843.1,1126.4,0.9988496022046245,0.9963751645000033
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,14,2,32,849.375,855.0,768.0,918.6,0.9974721159557649,0.9938436637141327
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,14,3,32,788.75,768.0,729.0,859.5,0.9944304126784151,0.9898408709719155
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,14,4,32,734.15625,744.0,576.5,852.9,0.9940752972948041,0.9865777189881448
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,14,5,32,695.59375,694.0,593.1,768.0,0.9913521856723391,0.9766348732359053
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,14,6,32,670.40625,680.0,576.0,749.0,0.9913412581535881,0.9784350084722291
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,14,7,32,628.28125,622.0,576.0,708.6,0.9883143585301317,0.980404478812219
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,14,8,32,601.3125,576.0,521.0,723.9000000000001,0.9836447107720334,0.9698376772428798
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,15,1,32,986.9375,964.0,876.6,1152.0,0.9993343609338623,0.9971287221223029
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,15,2,32,888.28125,893.0,729.0,1037.1,0.9971549516407512,0.994138109433594
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,15,3,32,843.125,822.5,729.0,987.1,0.9965459455268029,0.9886501532855727
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,15,4,32,744.25,749.0,657.7,809.4,0.9936550173170491,0.9888331454288495
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,15,5,32,681.90625,707.0,566.1,760.7,0.9915746928382554,0.9836998260960019
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,15,6,32,644.09375,645.0,561.6,748.8,0.989025895310254,0.9740280453419868
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,15,7,32,618.21875,593.0,493.6,745.2,0.9870065713778093,0.9652053832377374
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,15,8,32,550.5,574.0,419.3,664.9000000000001,0.9748987904761015,0.945182107581111
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,16,1,32,1101.3125,1123.0,972.6,1175.4,0.9996448197852408,0.998764603032913
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,16,2,32,928.15625,935.0,774.3,1042.9,0.9984986862035499,0.9955991093068214
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,16,3,32,795.03125,776.5,728.1,867.0,0.9955075106719372,0.9923345611437424
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,16,4,32,741.21875,747.5,651.1,850.9,0.9932017524343861,0.9871396566935186
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,16,5,32,664.5625,658.5,575.1,764.5000000000001,0.9872341023928726,0.9805384376325181
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,16,6,32,604.09375,609.5,481.9,729.0,0.9862791635988437,0.9600063970439274
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,16,7,32,579.8125,576.0,510.8,654.4000000000001,0.9830492631934844,0.9669243295145589
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,16,8,32,543.15625,553.5,442.1,650.6,0.9795098373773188,0.9530018918142
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,17,1,32,1051.5625,1067.0,959.0,1158.5,0.9992803725114587,0.99803012871679
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,17,2,32,905.03125,898.5,750.3,1011.8,0.9980828571400235,0.9942717090563682
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,17,3,32,870.9375,847.0,750.9,973.3000000000001,0.9976404604221145,0.9939219552358306
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,17,4,32,736.03125,732.0,631.3,853.7,0.9921216893978024,0.9870779010718714
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,17,5,32,693.40625,707.0,618.8,748.1,0.9893410149864557,0.9794660929223659
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,17,6,32,603.78125,597.0,500.4,710.8000000000001,0.9858598730163471,0.9715985068407325
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,17,7,32,568.1875,553.0,490.2,686.4,0.9752931993535172,0.9568059525104844
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,17,8,32,525.78125,531.0,368.7,644.5,0.9816356664284841,0.9464234540094315
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,18,1,32,1055.125,1084.0,938.2,1163.7,0.9994588619705048,0.9977739941432883
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,18,2,32,906.25,889.5,771.5,1029.7,0.9981837055314453,0.9942478715865493
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,18,3,32,814.5,830.0,639.6,923.6,0.9970500865438078,0.9903828940273165
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,18,4,32,744.9375,753.5,603.3,854.5,0.9933639735297499,0.9806208947328202
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,18,5,32,688.1875,697.5,576.0,767.7,0.9917001947124459,0.9753815572972938
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,18,6,32,629.40625,604.5,531.9,740.7,0.9872995044985449,0.9762294790478795
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,18,7,32,574.75,576.0,420.3,726.3000000000001,0.9811215895030045,0.9570820342424722
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,18,8,32,543.90625,561.5,427.6,680.0,0.9751408668904917,0.960352222545397
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,19,1,32,1034.59375,1048.0,936.1,1146.6,0.9994820645218089,0.9972702485526042
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,19,2,32,904.625,938.5,749.0,1026.8,0.9981334159323936,0.9938130010375599
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,19,3,32,838.0,846.0,749.5,937.0000000000001,0.9972733640962534,0.9931000488979976
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,19,4,32,738.875,729.0,603.2,882.7,0.9933540725856822,0.9873996223989154
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,19,5,32,689.6875,729.0,576.0,768.0,0.9925812729918889,0.9752023957734544
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,19,6,32,618.90625,600.5,557.1,724.0,0.9861396699216108,0.9705291094310593
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,19,7,32,583.0625,576.0,501.9,667.5,0.983921112672093,0.9628773086877749
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,19,8,32,549.875,543.5,440.3,666.8000000000001,0.9818644291585277,0.9662735575136415
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,20,1,32,995.5,1032.0,841.5,1152.0,0.9990450227130925,0.995507481445552
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,20,2,32,843.375,877.5,697.8,967.8,0.9976048647485702,0.993003308560729
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,20,3,32,833.53125,844.5,707.1,942.3000000000001,0.9972985130587464,0.9881888948621222
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,20,4,32,737.5625,739.0,651.6,826.6,0.9937626070229797,0.9859015936598143
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,20,5,32,718.9375,749.0,579.1,773.4,0.9925633715522613,0.9803177863004808
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,20,6,32,658.40625,711.5,504.4,766.1,0.9891595705196344,0.9708974628352902
exact_proxy_rank4_fp16,pooled_exact_combined_moe_column_generated_local,745,1536,20,7,32,604.0625,576.0,513.9,726.8000000000001,0.9842297547162415,0.9709105128897155
