source_run_mode,capture_source,evaluation_split,layer,objective,selection_category,selection_regime,action_family,representation,selector,physical_budget_bpw,n,p10_recovery,median_recovery,p90_recovery,median_physical_pages,median_logical_actions,median_logical_bytes,median_page_amplification
pilot,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,0.0625,1,0.5875497492123787,0.5875497492123787,0.5875497492123787,48.0,16.0,24576.0,1.0
pilot,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,0.125,1,0.4767453454246293,0.4767453454246293,0.4767453454246293,96.0,32.0,49152.0,1.0
pilot,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,0.25,1,0.7213443370533718,0.7213443370533718,0.7213443370533718,192.0,64.0,98304.0,1.0
pilot,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,0.375,1,0.7858528172134907,0.7858528172134907,0.7858528172134907,288.0,96.0,147456.0,1.0
pilot,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,0.5,1,0.8981135258390327,0.8981135258390327,0.8981135258390327,384.0,128.0,196608.0,1.0
pilot,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,0.75,1,0.9937008017074641,0.9937008017074641,0.9937008017074641,576.0,192.0,294912.0,1.0
pilot,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,1.0,1,1.0,1.0,1.0,768.0,256.0,393216.0,1.0
pilot,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,1.25,1,1.0,1.0,1.0,960.0,320.0,491520.0,1.0
pilot,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,1.5,1,1.0,1.0,1.0,1152.0,384.0,589824.0,1.0
pilot,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,2.0,1,1.0,1.0,1.0,1536.0,512.0,786432.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,deployable_h0_proxy,h0_deployable_metadata_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,weight_aware_down_delta,0.0625,1,0.1298920053626379,0.1298920053626379,0.1298920053626379,48.0,16.0,24576.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,deployable_h0_proxy,h0_deployable_metadata_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,weight_aware_down_delta,0.125,1,0.14158787027204767,0.14158787027204767,0.14158787027204767,96.0,32.0,49152.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,deployable_h0_proxy,h0_deployable_metadata_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,weight_aware_down_delta,0.25,1,0.19785142839655068,0.19785142839655068,0.19785142839655068,192.0,64.0,98304.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,deployable_h0_proxy,h0_deployable_metadata_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,weight_aware_down_delta,0.375,1,0.1635600520509225,0.1635600520509225,0.1635600520509225,288.0,96.0,147456.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,deployable_h0_proxy,h0_deployable_metadata_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,weight_aware_down_delta,0.5,1,0.5344160219023393,0.5344160219023393,0.5344160219023393,384.0,128.0,196608.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,deployable_h0_proxy,h0_deployable_metadata_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,weight_aware_down_delta,0.75,1,0.4977775044689443,0.4977775044689443,0.4977775044689443,576.0,192.0,294912.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,deployable_h0_proxy,h0_deployable_metadata_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,weight_aware_down_delta,1.0,1,0.731867025546065,0.731867025546065,0.731867025546065,768.0,256.0,393216.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,deployable_h0_proxy,h0_deployable_metadata_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,weight_aware_down_delta,1.25,1,0.8583258723462887,0.8583258723462887,0.8583258723462887,960.0,320.0,491520.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,deployable_h0_proxy,h0_deployable_metadata_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,weight_aware_down_delta,1.5,1,0.937558170973578,0.937558170973578,0.937558170973578,1152.0,384.0,589824.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,deployable_h0_proxy,h0_deployable_metadata_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,weight_aware_down_delta,2.0,1,1.0,1.0,1.0,1536.0,512.0,786432.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,0.0625,1,0.6152835828209613,0.6152835828209613,0.6152835828209613,48.0,16.0,24576.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,0.125,1,0.7116017208003222,0.7116017208003222,0.7116017208003222,96.0,32.0,49152.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,0.25,1,0.8156994331766989,0.8156994331766989,0.8156994331766989,192.0,64.0,98304.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,0.375,1,0.854921421585988,0.854921421585988,0.854921421585988,288.0,96.0,147456.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,0.5,1,0.8899718606297237,0.8899718606297237,0.8899718606297237,384.0,128.0,196608.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,0.75,1,0.9162282015130936,0.9162282015130936,0.9162282015130936,576.0,192.0,294912.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,1.0,1,0.9312012443828395,0.9312012443828395,0.9312012443828395,768.0,256.0,393216.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,1.25,1,0.9417913041113954,0.9417913041113954,0.9417913041113954,960.0,320.0,491520.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,1.5,1,0.9497039969276867,0.9497039969276867,0.9497039969276867,1152.0,384.0,589824.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,2.0,1,0.9999999999976934,0.9999999999976934,0.9999999999976934,1536.0,512.0,786432.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,0.0625,1,0.12082221351231814,0.12082221351231814,0.12082221351231814,48.0,16.0,24576.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,0.125,1,0.4777323809166648,0.4777323809166648,0.4777323809166648,96.0,32.0,49152.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,0.25,1,0.5640534248340175,0.5640534248340175,0.5640534248340175,192.0,64.0,98304.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,0.375,1,0.594421074616197,0.594421074616197,0.594421074616197,288.0,96.0,147456.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,0.5,1,0.6800129433023246,0.6800129433023246,0.6800129433023246,384.0,128.0,196608.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,0.75,1,0.8774578881568103,0.8774578881568103,0.8774578881568103,576.0,192.0,294912.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,1.0,1,0.9294778765012397,0.9294778765012397,0.9294778765012397,768.0,256.0,393216.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,1.25,1,0.9725955993702661,0.9725955993702661,0.9725955993702661,960.0,320.0,491520.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,1.5,1,0.9907720105791435,0.9907720105791435,0.9907720105791435,1152.0,384.0,589824.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,2.0,1,1.0,1.0,1.0,1536.0,512.0,786432.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,0.0625,1,0.38455156637177124,0.38455156637177124,0.38455156637177124,48.0,16.0,24576.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,0.125,1,0.49492498352844405,0.49492498352844405,0.49492498352844405,96.0,32.0,49152.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,0.25,1,0.6625752867112438,0.6625752867112438,0.6625752867112438,192.0,64.0,98304.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,0.375,1,0.7613002522403886,0.7613002522403886,0.7613002522403886,288.0,96.0,147456.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,0.5,1,0.7266865750090423,0.7266865750090423,0.7266865750090423,384.0,128.0,196608.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,0.75,1,0.8597791933011747,0.8597791933011747,0.8597791933011747,576.0,192.0,294912.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,1.0,1,0.9495243128842961,0.9495243128842961,0.9495243128842961,768.0,256.0,393216.0,1.0
