source_run_mode,capture_source,evaluation_split,objective,selection_category,selection_regime,action_family,representation,selector,physical_budget_bpw,n,p10_recovery,median_recovery,p90_recovery,median_physical_pages,median_logical_actions,median_page_amplification,median_runtime_ms,median_selector_bytes
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,0.0625,4,0.6334430131190404,0.7534156039109754,0.8654661285414006,48.0,16.0,1.0,149.7987206093967,5242880.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,0.125,4,0.7380790155519965,0.8463242247238478,0.9288767386235365,96.0,32.0,1.0,149.7987206093967,5242880.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,0.25,4,0.8356039235632402,0.9060277901259421,0.963344002069655,192.0,64.0,1.0,149.7987206093967,5242880.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,0.375,4,0.8724199318538716,0.9310134974019258,0.9736241645130551,288.0,96.0,1.0,149.7987206093967,5242880.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,0.5,4,0.9026376326418126,0.9480950171325677,0.9800019584072441,384.0,128.0,1.0,149.7987206093967,5242880.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,0.75,4,0.9277282793705737,0.9632898732020432,0.9839673700117828,576.0,192.0,1.0,149.7987206093967,5242880.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,1.0,4,0.9421873220149559,0.9699197275946434,0.9852440335100696,768.0,256.0,1.0,149.7987206093967,5242880.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,1.25,4,0.9508592984877946,0.9728503048206315,0.9860005925377208,960.0,320.0,1.0,149.7987206093967,5242880.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,1.5,4,0.9563981834591985,0.9745774919413692,0.9872001268632439,1152.0,384.0,1.0,149.7987206093967,5242880.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,2.0,4,0.9999999999977001,0.9999999999984914,0.9999999999992819,1536.0,512.0,1.0,149.7987206093967,5242880.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,0.0625,4,0.2258691864525249,0.5720416942147939,0.8140072417729568,48.0,16.0,1.0,15.456675551831722,25165824.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,0.125,4,0.548167373188289,0.7620065723040599,0.8975743798237813,96.0,32.0,1.0,15.456675551831722,25165824.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,0.25,4,0.6231232554011498,0.8491589546118359,0.9620078982427505,192.0,64.0,1.0,15.456675551831722,25165824.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,0.375,4,0.640764214916758,0.8568058604185573,0.9795815446461213,288.0,96.0,1.0,15.456675551831722,25165824.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,0.5,4,0.7309282001837435,0.9161637971595187,0.9873914626816234,384.0,128.0,1.0,15.456675551831722,25165824.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,0.75,4,0.8791901898603516,0.938572383966248,0.9977162709354418,576.0,192.0,1.0,15.456675551831722,25165824.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,1.0,4,0.9343164089890161,0.9719546971674904,0.999490922862346,768.0,256.0,1.0,15.456675551831722,25165824.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,1.25,4,0.9734855658270615,0.9874396846129254,0.9997951644998802,960.0,320.0,1.0,15.456675551831722,25165824.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,1.5,4,0.9914096307934239,0.9962366902481851,0.9998727907608876,1152.0,384.0,1.0,15.456675551831722,25165824.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,2.0,4,1.0,1.0,1.0,1536.0,512.0,1.0,15.456675551831722,25165824.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,0.0625,4,0.3858388746003724,0.5668863364314816,0.8418637513926401,48.0,16.0,1.0,6.253890693187714,8388608.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,0.125,4,0.5422367626056347,0.7096334104016923,0.8761895407368695,96.0,32.0,1.0,6.253890693187714,8388608.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,0.25,4,0.6891123895714011,0.8392328428415725,0.9581900052678642,192.0,64.0,1.0,6.253890693187714,8388608.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,0.375,4,0.7854202222428581,0.9071860212756386,0.9808751021014461,288.0,96.0,1.0,6.253890693187714,8388608.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,0.5,4,0.7787319220651409,0.9421084843803953,0.9875829812681509,384.0,128.0,1.0,6.253890693187714,8388608.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,0.75,4,0.8763102539867053,0.9548947603650914,0.9983049996164725,576.0,192.0,1.0,6.253890693187714,8388608.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,1.0,4,0.9526170607908643,0.9792463904759109,0.9995977925136895,768.0,256.0,1.0,6.253890693187714,8388608.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,1.25,4,0.9801559078245766,0.9906469027357865,0.9998370791271778,960.0,320.0,1.0,6.253890693187714,8388608.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,1.5,4,0.9926051140507461,0.9971876334117633,0.9999505582515072,1152.0,384.0,1.0,6.253890693187714,8388608.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,2.0,4,1.0,1.0,1.0,1536.0,512.0,1.0,6.253890693187714,8388608.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,progressive_q3_q4_coherent_unit_packet_2plus1_pages,exact_progressive_neuron_page_greedy,0.25,4,0.8279128493919977,0.8974598950627569,0.9535215343359461,192.0,116.5,1.0987326849395815,591.6848783381283,20971520.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,progressive_q3_q4_coherent_unit_packet_2plus1_pages,exact_progressive_neuron_page_greedy,0.5,4,0.894762931908716,0.9311542492926084,0.9678004077000513,383.5,240.0,1.0652777777777778,591.6848783381283,20971520.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,progressive_q3_q4_coherent_unit_packet_2plus1_pages,exact_progressive_neuron_page_greedy,0.75,4,0.9174770445363973,0.9405247186100507,0.9705712871532323,576.0,356.0,1.0778409090909091,591.6848783381283,20971520.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,progressive_q3_q4_coherent_unit_packet_2plus1_pages,exact_progressive_neuron_page_greedy,1.0,4,0.9271125441914296,0.9463342837173232,0.9713357824504213,768.0,483.0,1.0600459517849181,591.6848783381283,20971520.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,progressive_q3_q4_coherent_unit_packet_2plus1_pages,exact_progressive_neuron_page_greedy,1.25,4,0.9360236537524604,0.9487523461133892,0.9714709022920165,960.0,613.0,1.0440456769983686,591.6848783381283,20971520.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,progressive_q3_q4_coherent_unit_packet_2plus1_pages,exact_progressive_neuron_page_greedy,1.5,4,0.9433682386476158,0.9511039349282839,0.97169096319698,1152.0,747.0,1.0281124497991967,591.6848783381283,20971520.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,0.0625,4,0.2879753244481866,0.4832137323428112,0.7421704938025433,48.0,16.0,1.0,0.06604008376598358,4096.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,0.125,4,0.3464132206721855,0.4862366924733994,0.7541311698275088,96.0,32.0,1.0,0.06604008376598358,4096.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,0.25,4,0.2641509892464014,0.6207122180878284,0.8912049802249729,192.0,64.0,1.0,0.06604008376598358,4096.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,0.375,4,0.324152811007942,0.7463543149149203,0.9132419558725989,288.0,96.0,1.0,0.06604008376598358,4096.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,0.5,4,0.3637968144721528,0.7940362665125278,0.9530100844170523,384.0,128.0,1.0,0.06604008376598358,4096.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,0.75,4,0.573538919024475,0.9154279100322555,0.9946681342103147,576.0,192.0,1.0,0.06604008376598358,4096.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,1.0,4,0.7164530559526333,0.9230899661919496,0.9987326844329525,768.0,256.0,1.0,0.06604008376598358,4096.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,1.25,4,0.8597090727357428,0.9301780908314987,0.9990250723408273,960.0,320.0,1.0,0.06604008376598358,4096.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,1.5,4,0.8968259001910193,0.9707019834748829,0.9995315333429886,1152.0,384.0,1.0,0.06604008376598358,4096.0
pilot,exact_checkpoint,test,exact_sequential_complete_expert_qenergy,h0_proxy,h0_resident_proxy_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,q2_hidden_magnitude,2.0,4,1.0,1.0,1.0,1536.0,512.0,1.0,0.06604008376598358,4096.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,deployable_h0_proxy,h0_deployable_metadata_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,weight_aware_down_delta,0.0625,55,-0.02602551705331504,0.2826882767173903,0.6749024791183571,48.0,16.0,1.0,0.07968023419380188,5124.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,deployable_h0_proxy,h0_deployable_metadata_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,weight_aware_down_delta,0.125,55,0.022888472508487384,0.37518231561369175,0.7091880916558899,96.0,32.0,1.0,0.07968023419380188,5124.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,deployable_h0_proxy,h0_deployable_metadata_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,weight_aware_down_delta,0.25,55,0.2626360810042551,0.5421874712293996,0.867217532846302,192.0,64.0,1.0,0.07968023419380188,5124.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,deployable_h0_proxy,h0_deployable_metadata_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,weight_aware_down_delta,0.375,55,0.3332686375921653,0.6138649082733305,0.9135576899907931,288.0,96.0,1.0,0.07968023419380188,5124.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,deployable_h0_proxy,h0_deployable_metadata_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,weight_aware_down_delta,0.5,55,0.4941002330042109,0.6974175291200662,0.9360204128913516,384.0,128.0,1.0,0.07968023419380188,5124.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,deployable_h0_proxy,h0_deployable_metadata_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,weight_aware_down_delta,0.75,55,0.6200598772608399,0.7955162353762374,0.9888326236329532,576.0,192.0,1.0,0.07968023419380188,5124.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,deployable_h0_proxy,h0_deployable_metadata_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,weight_aware_down_delta,1.0,55,0.707762637716922,0.85881385725855,1.0,768.0,256.0,1.0,0.07968023419380188,5124.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,deployable_h0_proxy,h0_deployable_metadata_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,weight_aware_down_delta,1.25,55,0.8070331222718301,0.9132222098347221,1.0,960.0,320.0,1.0,0.07968023419380188,5124.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,deployable_h0_proxy,h0_deployable_metadata_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,weight_aware_down_delta,1.5,55,0.858584552045039,0.9547074961840784,1.0,1152.0,384.0,1.0,0.07968023419380188,5124.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,deployable_h0_proxy,h0_deployable_metadata_late,neuron_major,direct_q2_q4_complete_unit_packet_3pages,weight_aware_down_delta,2.0,55,1.0,1.0,1.0,1536.0,512.0,1.0,0.07968023419380188,5124.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,0.0625,55,0.47532778448989477,0.6473258254191666,0.8461589272600503,48.0,16.0,1.0,148.6357431858778,5242880.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,0.125,55,0.5855401911476014,0.7321006512033584,0.8910326319738263,96.0,32.0,1.0,148.6357431858778,5242880.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,0.25,55,0.6986984129910379,0.8031376902467382,0.9304441183662032,192.0,64.0,1.0,148.6357431858778,5242880.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,0.375,55,0.762554810071799,0.8503488197431073,0.9495803507206573,288.0,96.0,1.0,148.6357431858778,5242880.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,0.5,55,0.8017761844410805,0.8729927095742195,0.9568194513445163,384.0,128.0,1.0,148.6357431858778,5242880.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,0.75,55,0.842035946758317,0.9088438596212918,0.9615213459661379,576.0,192.0,1.0,148.6357431858778,5242880.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,1.0,55,0.8648431072506418,0.9223081283954825,0.9640492720868145,768.0,256.0,1.0,148.6357431858778,5242880.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,1.25,55,0.8741296316349138,0.931568274745517,0.9661966845583504,960.0,320.0,1.0,148.6357431858778,5242880.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,1.5,55,0.87817000768036,0.937479473569848,0.9686414520510969,1152.0,384.0,1.0,148.6357431858778,5242880.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,exact_unit_output_marginal_fixed_greedy,2.0,55,0.9999999999984989,0.9999999999991325,0.9999999999995955,1536.0,512.0,1.0,148.6357431858778,5242880.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,0.0625,55,0.12207473661100102,0.43997160679950265,0.7614423449973996,48.0,16.0,1.0,11.86984684318304,25165824.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,0.125,55,0.2600782033329324,0.5805485925432862,0.8534790458923798,96.0,32.0,1.0,11.86984684318304,25165824.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,0.25,55,0.4805516556134131,0.6998456918031415,0.9051304917531818,192.0,64.0,1.0,11.86984684318304,25165824.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,0.375,55,0.5794476614055624,0.754566133922876,0.9622476914781092,288.0,96.0,1.0,11.86984684318304,25165824.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,0.5,55,0.6427296432192657,0.8413573625834221,0.9814234978370882,384.0,128.0,1.0,11.86984684318304,25165824.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,0.75,55,0.8119446844250339,0.9096321335571352,0.9979346839130047,576.0,192.0,1.0,11.86984684318304,25165824.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,1.0,55,0.8934116312385397,0.9536928005445344,1.0,768.0,256.0,1.0,11.86984684318304,25165824.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,1.25,55,0.9524084563261657,0.9771803776536638,1.0,960.0,320.0,1.0,11.86984684318304,25165824.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,1.5,55,0.979319906811868,0.9914687746445714,1.0,1152.0,384.0,1.0,11.86984684318304,25165824.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,first_order_gate_up_down_sensitivity,2.0,55,1.0,1.0,1.0,1536.0,512.0,1.0,11.86984684318304,25165824.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,0.0625,55,0.04868805451332282,0.43580730799768863,0.7644474381183264,48.0,16.0,1.0,5.66936656832695,8388608.0
pilot,exact_checkpoint,validation,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,neuron_major,direct_q2_q4_complete_unit_packet_3pages,independent_unit_correction_norm,0.125,55,0.2682768919648336,0.5597531654967661,0.8356284666792998,96.0,32.0,1.0,5.66936656832695,8388608.0
