source_run_mode,capture_source,evaluation_split,layer,objective,selection_category,selection_regime,action_family,tile_shape,selector,physical_budget_bpw,n,p10_recovery,median_recovery,p90_recovery,median_physical_pages,median_logical_actions,median_logical_bytes,median_page_amplification
pilot,exact_checkpoint,test,0,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_wina,1.5,1,0.9931934445687018,0.9931934445687018,0.9931934445687018,1152.0,1152.0,589824.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,0.25,1,0.8429644614288162,0.8429644614288162,0.8429644614288162,192.0,192.0,98304.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,0.5,1,0.920564896295835,0.920564896295835,0.920564896295835,384.0,384.0,196608.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,0.75,1,0.9488180300531696,0.9488180300531696,0.9488180300531696,576.0,576.0,294912.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,1.0,1,0.9551916265966021,0.9551916265966021,0.9551916265966021,768.0,768.0,393216.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,1.25,1,0.9621789029421987,0.9621789029421987,0.9621789029421987,960.0,960.0,491520.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,1.5,1,0.967365747303655,0.967365747303655,0.967365747303655,1152.0,1152.0,589824.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,0.25,1,-3.2470301774244232,-3.2470301774244232,-3.2470301774244232,192.0,192.0,98304.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,0.5,1,-7.9450222016146,-7.9450222016146,-7.9450222016146,384.0,384.0,196608.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,0.75,1,-10.748753826498138,-10.748753826498138,-10.748753826498138,576.0,576.0,294912.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,1.0,1,-11.938106072720013,-11.938106072720013,-11.938106072720013,768.0,768.0,393216.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,1.25,1,-11.642773258090063,-11.642773258090063,-11.642773258090063,960.0,960.0,491520.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,1.5,1,-9.929871365253222,-9.929871365253222,-9.929871365253222,1152.0,1152.0,589824.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_first_order,0.25,1,-2.9242420100098556,-2.9242420100098556,-2.9242420100098556,192.0,192.0,98304.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_first_order,0.5,1,-8.671190184997691,-8.671190184997691,-8.671190184997691,384.0,384.0,196608.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_first_order,0.75,1,-12.871883881129174,-12.871883881129174,-12.871883881129174,576.0,576.0,294912.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_first_order,1.0,1,-14.386109347275582,-14.386109347275582,-14.386109347275582,768.0,768.0,393216.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_first_order,1.25,1,-13.686818366111298,-13.686818366111298,-13.686818366111298,960.0,960.0,491520.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_first_order,1.5,1,-11.250998482502837,-11.250998482502837,-11.250998482502837,1152.0,1152.0,589824.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_wina,0.25,1,0.19524281739310478,0.19524281739310478,0.19524281739310478,192.0,192.0,98304.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_wina,0.5,1,0.4846416611435501,0.4846416611435501,0.4846416611435501,384.0,384.0,196608.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_wina,0.75,1,0.29497522575426205,0.29497522575426205,0.29497522575426205,576.0,576.0,294912.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_wina,1.0,1,0.5645322901989226,0.5645322901989226,0.5645322901989226,768.0,768.0,393216.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_wina,1.25,1,0.7895020524279224,0.7895020524279224,0.7895020524279224,960.0,960.0,491520.0,1.0
pilot,exact_checkpoint,test,4,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_wina,1.5,1,0.8949737839706527,0.8949737839706527,0.8949737839706527,1152.0,1152.0,589824.0,1.0
pilot,exact_checkpoint,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,0.25,1,0.8830024284343518,0.8830024284343518,0.8830024284343518,192.0,192.0,98304.0,1.0
pilot,exact_checkpoint,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,0.5,1,0.942430818109106,0.942430818109106,0.942430818109106,384.0,384.0,196608.0,1.0
pilot,exact_checkpoint,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,0.75,1,0.9582466279245536,0.9582466279245536,0.9582466279245536,576.0,576.0,294912.0,1.0
pilot,exact_checkpoint,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,1.0,1,0.9643892582902506,0.9643892582902506,0.9643892582902506,768.0,768.0,393216.0,1.0
pilot,exact_checkpoint,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,1.25,1,0.9703765360931469,0.9703765360931469,0.9703765360931469,960.0,960.0,491520.0,1.0
pilot,exact_checkpoint,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,1.5,1,0.9719972141790127,0.9719972141790127,0.9719972141790127,1152.0,1152.0,589824.0,1.0
pilot,exact_checkpoint,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,0.25,1,-0.9965316687796064,-0.9965316687796064,-0.9965316687796064,192.0,192.0,98304.0,1.0
pilot,exact_checkpoint,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,0.5,1,-3.3272526976811143,-3.3272526976811143,-3.3272526976811143,384.0,384.0,196608.0,1.0
pilot,exact_checkpoint,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,0.75,1,-5.147922279658813,-5.147922279658813,-5.147922279658813,576.0,576.0,294912.0,1.0
pilot,exact_checkpoint,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,1.0,1,-5.718435506796849,-5.718435506796849,-5.718435506796849,768.0,768.0,393216.0,1.0
pilot,exact_checkpoint,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,1.25,1,-5.5875662515778775,-5.5875662515778775,-5.5875662515778775,960.0,960.0,491520.0,1.0
pilot,exact_checkpoint,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,1.5,1,-4.112461190594596,-4.112461190594596,-4.112461190594596,1152.0,1152.0,589824.0,1.0
pilot,exact_checkpoint,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_first_order,0.25,1,-1.5341976359133405,-1.5341976359133405,-1.5341976359133405,192.0,192.0,98304.0,1.0
pilot,exact_checkpoint,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_first_order,0.5,1,-4.759580932415915,-4.759580932415915,-4.759580932415915,384.0,384.0,196608.0,1.0
pilot,exact_checkpoint,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_first_order,0.75,1,-7.765345782321916,-7.765345782321916,-7.765345782321916,576.0,576.0,294912.0,1.0
pilot,exact_checkpoint,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_first_order,1.0,1,-8.585547937742794,-8.585547937742794,-8.585547937742794,768.0,768.0,393216.0,1.0
pilot,exact_checkpoint,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_first_order,1.25,1,-8.42961068837534,-8.42961068837534,-8.42961068837534,960.0,960.0,491520.0,1.0
pilot,exact_checkpoint,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_first_order,1.5,1,-6.5183047585348,-6.5183047585348,-6.5183047585348,1152.0,1152.0,589824.0,1.0
pilot,exact_checkpoint,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_wina,0.25,1,0.48960461353381846,0.48960461353381846,0.48960461353381846,192.0,192.0,98304.0,1.0
pilot,exact_checkpoint,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_wina,0.5,1,0.6731382801757686,0.6731382801757686,0.6731382801757686,384.0,384.0,196608.0,1.0
pilot,exact_checkpoint,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_wina,0.75,1,0.7707593842982021,0.7707593842982021,0.7707593842982021,576.0,576.0,294912.0,1.0
pilot,exact_checkpoint,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_wina,1.0,1,0.8585132139885954,0.8585132139885954,0.8585132139885954,768.0,768.0,393216.0,1.0
pilot,exact_checkpoint,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_wina,1.25,1,0.9067428205382893,0.9067428205382893,0.9067428205382893,960.0,960.0,491520.0,1.0
pilot,exact_checkpoint,test,20,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_wina,1.5,1,0.9325935330997105,0.9325935330997105,0.9325935330997105,1152.0,1152.0,589824.0,1.0
pilot,exact_checkpoint,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,0.25,1,0.9725758848708057,0.9725758848708057,0.9725758848708057,192.0,192.0,98304.0,1.0
pilot,exact_checkpoint,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,0.5,1,0.9918619055528726,0.9918619055528726,0.9918619055528726,384.0,384.0,196608.0,1.0
pilot,exact_checkpoint,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,0.75,1,0.9943192614402541,0.9943192614402541,0.9943192614402541,576.0,576.0,294912.0,1.0
pilot,exact_checkpoint,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,1.0,1,0.9947090478842493,0.9947090478842493,0.9947090478842493,768.0,768.0,393216.0,1.0
pilot,exact_checkpoint,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,1.25,1,0.9952527038149134,0.9952527038149134,0.9952527038149134,960.0,960.0,491520.0,1.0
pilot,exact_checkpoint,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,32x32,exact_dynamic_tile_marginal_refresh_1,1.5,1,0.9963693887369311,0.9963693887369311,0.9963693887369311,1152.0,1152.0,589824.0,1.0
pilot,exact_checkpoint,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,0.25,1,-4.544578435834394,-4.544578435834394,-4.544578435834394,192.0,192.0,98304.0,1.0
pilot,exact_checkpoint,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,0.5,1,-10.286920343150483,-10.286920343150483,-10.286920343150483,384.0,384.0,196608.0,1.0
pilot,exact_checkpoint,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,0.75,1,-12.882912897053506,-12.882912897053506,-12.882912897053506,576.0,576.0,294912.0,1.0
pilot,exact_checkpoint,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,1.0,1,-13.378285885476277,-13.378285885476277,-13.378285885476277,768.0,768.0,393216.0,1.0
pilot,exact_checkpoint,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,1.25,1,-13.095403086500214,-13.095403086500214,-13.095403086500214,960.0,960.0,491520.0,1.0
pilot,exact_checkpoint,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,input_coordinate_baseline,input_coordinate_2columns_per_page,static_first_order_input_coordinate_baseline,1.5,1,-11.319869608977331,-11.319869608977331,-11.319869608977331,1152.0,1152.0,589824.0,1.0
pilot,exact_checkpoint,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_first_order,0.25,1,-3.6259495386670517,-3.6259495386670517,-3.6259495386670517,192.0,192.0,98304.0,1.0
pilot,exact_checkpoint,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_first_order,0.5,1,-6.875493282097657,-6.875493282097657,-6.875493282097657,384.0,384.0,196608.0,1.0
pilot,exact_checkpoint,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_first_order,0.75,1,-8.501537548395644,-8.501537548395644,-8.501537548395644,576.0,576.0,294912.0,1.0
pilot,exact_checkpoint,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_first_order,1.0,1,-8.877908226469367,-8.877908226469367,-8.877908226469367,768.0,768.0,393216.0,1.0
pilot,exact_checkpoint,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_first_order,1.25,1,-8.799030059312324,-8.799030059312324,-8.799030059312324,960.0,960.0,491520.0,1.0
pilot,exact_checkpoint,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_first_order,1.5,1,-7.70755722147188,-7.70755722147188,-7.70755722147188,1152.0,1152.0,589824.0,1.0
pilot,exact_checkpoint,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_wina,0.25,1,0.8370834476852325,0.8370834476852325,0.8370834476852325,192.0,192.0,98304.0,1.0
pilot,exact_checkpoint,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_wina,0.5,1,0.8637658139847297,0.8637658139847297,0.8637658139847297,384.0,384.0,196608.0,1.0
pilot,exact_checkpoint,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_wina,0.75,1,0.9023792796633721,0.9023792796633721,0.9023792796633721,576.0,576.0,294912.0,1.0
pilot,exact_checkpoint,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_wina,1.0,1,0.9622181652343841,0.9622181652343841,0.9622181652343841,768.0,768.0,393216.0,1.0
pilot,exact_checkpoint,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_wina,1.25,1,0.9918149693337248,0.9918149693337248,0.9918149693337248,960.0,960.0,491520.0,1.0
pilot,exact_checkpoint,test,39,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_suffix_metadata_heavy,gate_up_tile_plus_down_column,32x32,static_wina,1.5,1,0.9945772610480121,0.9945772610480121,0.9945772610480121,1152.0,1152.0,589824.0,1.0
pilot,exact_checkpoint,validation,0,exact_sequential_complete_expert_qenergy,h0_oracle,h0_oracle_full_suffix,gate_up_tile_plus_down_column,16x64,exact_dynamic_tile_marginal_refresh_1,0.25,7,0.9034324912176444,0.9302199678446775,0.9664757822639614,192.0,192.0,98304.0,1.0
