request_id,position,layer,expert_id,router_rank,projection,method,auc_0_2
tfprod-req000098-00e89186,176,39,70,4,down,two_view_oracle,0.5849962927706037
tfprod-req000098-00e89186,176,39,70,4,gate,generalized,0.8688147754560673
tfprod-req000098-00e89186,176,39,70,4,gate,learned_s11,0.8722930642481115
tfprod-req000098-00e89186,176,39,70,4,gate,learned_s29,0.8841810566141479
tfprod-req000098-00e89186,176,39,70,4,gate,learned_s47,0.8660917368911882
tfprod-req000098-00e89186,176,39,70,4,gate,native,0.34357631746410916
tfprod-req000098-00e89186,176,39,70,4,gate,overcomplete_2x,0.857063880707363
tfprod-req000098-00e89186,176,39,70,4,gate,pca,0.8614007477441986
tfprod-req000098-00e89186,176,39,70,4,gate,progressive_best,0.8570062439284326
tfprod-req000098-00e89186,176,39,70,4,gate,random,0.2616957957420388
tfprod-req000098-00e89186,176,39,70,4,gate,two_view_oracle,0.8666396859289655
tfprod-req000098-00e89186,176,39,70,4,up,generalized,0.8647663488446445
tfprod-req000098-00e89186,176,39,70,4,up,learned_s11,0.8795419669761627
tfprod-req000098-00e89186,176,39,70,4,up,learned_s29,0.8724728837109439
tfprod-req000098-00e89186,176,39,70,4,up,learned_s47,0.8649519470688355
tfprod-req000098-00e89186,176,39,70,4,up,native,0.3060510970735391
tfprod-req000098-00e89186,176,39,70,4,up,overcomplete_2x,0.850695394049132
tfprod-req000098-00e89186,176,39,70,4,up,pca,0.8561977201319245
tfprod-req000098-00e89186,176,39,70,4,up,progressive_best,0.8339536482880741
tfprod-req000098-00e89186,176,39,70,4,up,random,0.2879507583189399
tfprod-req000098-00e89186,176,39,70,4,up,two_view_oracle,0.8716545647185729
tfprod-req000098-00e89186,192,20,72,2,down,generalized,0.340885932844727
tfprod-req000098-00e89186,192,20,72,2,down,learned_s11,0.23864260013442018
tfprod-req000098-00e89186,192,20,72,2,down,learned_s29,0.20153469174929844
tfprod-req000098-00e89186,192,20,72,2,down,learned_s47,0.0382054790619018
tfprod-req000098-00e89186,192,20,72,2,down,native,0.4548060778327777
tfprod-req000098-00e89186,192,20,72,2,down,overcomplete_2x,0.17095703084874236
tfprod-req000098-00e89186,192,20,72,2,down,pca,0.1967736955568219
tfprod-req000098-00e89186,192,20,72,2,down,progressive_best,0.5039035096032558
tfprod-req000098-00e89186,192,20,72,2,down,random,0.5280019465674208
tfprod-req000098-00e89186,192,20,72,2,down,two_view_oracle,0.1342218110306741
tfprod-req000098-00e89186,192,20,72,2,gate,generalized,0.5916050077681769
tfprod-req000098-00e89186,192,20,72,2,gate,learned_s11,0.5638974475499241
tfprod-req000098-00e89186,192,20,72,2,gate,learned_s29,0.5949056196506053
tfprod-req000098-00e89186,192,20,72,2,gate,learned_s47,0.5424236864985785
tfprod-req000098-00e89186,192,20,72,2,gate,native,0.3347127283678162
tfprod-req000098-00e89186,192,20,72,2,gate,overcomplete_2x,0.5127885957210787
tfprod-req000098-00e89186,192,20,72,2,gate,pca,0.5477998195830585
tfprod-req000098-00e89186,192,20,72,2,gate,progressive_best,0.5737946143469976
tfprod-req000098-00e89186,192,20,72,2,gate,random,0.18278845784731196
tfprod-req000098-00e89186,192,20,72,2,gate,two_view_oracle,0.5877454163299807
tfprod-req000098-00e89186,192,20,72,2,up,generalized,0.40425376421368364
tfprod-req000098-00e89186,192,20,72,2,up,learned_s11,0.36368638181146673
tfprod-req000098-00e89186,192,20,72,2,up,learned_s29,0.3903185273967673
tfprod-req000098-00e89186,192,20,72,2,up,learned_s47,0.3180288441485791
tfprod-req000098-00e89186,192,20,72,2,up,native,0.1783294891854835
tfprod-req000098-00e89186,192,20,72,2,up,overcomplete_2x,0.32141739872010294
tfprod-req000098-00e89186,192,20,72,2,up,pca,0.3533815627089439
tfprod-req000098-00e89186,192,20,72,2,up,progressive_best,0.38499919944991234
tfprod-req000098-00e89186,192,20,72,2,up,random,0.14554730692520138
tfprod-req000098-00e89186,192,20,72,2,up,two_view_oracle,0.4018153649450366
tfprod-req000098-00e89186,192,39,235,7,down,generalized,0.3238988302923998
tfprod-req000098-00e89186,192,39,235,7,down,learned_s11,0.40335196124455763
tfprod-req000098-00e89186,192,39,235,7,down,learned_s29,0.28702761041803415
tfprod-req000098-00e89186,192,39,235,7,down,learned_s47,0.342745129873505
tfprod-req000098-00e89186,192,39,235,7,down,native,0.480590921906365
tfprod-req000098-00e89186,192,39,235,7,down,overcomplete_2x,0.3407606887486438
tfprod-req000098-00e89186,192,39,235,7,down,pca,0.41418307656184206
tfprod-req000098-00e89186,192,39,235,7,down,progressive_best,0.5244352861596198
tfprod-req000098-00e89186,192,39,235,7,down,random,0.1650995385164517
tfprod-req000098-00e89186,192,39,235,7,down,two_view_oracle,0.40953644269441714
tfprod-req000098-00e89186,192,39,235,7,gate,generalized,0.662035863925529
tfprod-req000098-00e89186,192,39,235,7,gate,learned_s11,0.6414080280836443
tfprod-req000098-00e89186,192,39,235,7,gate,learned_s29,0.6539570255122047
tfprod-req000098-00e89186,192,39,235,7,gate,learned_s47,0.646790264854977
tfprod-req000098-00e89186,192,39,235,7,gate,native,0.39383770795171597
tfprod-req000098-00e89186,192,39,235,7,gate,overcomplete_2x,0.6242645117722652
tfprod-req000098-00e89186,192,39,235,7,gate,pca,0.6459763487727518
tfprod-req000098-00e89186,192,39,235,7,gate,progressive_best,0.6485052782510058
tfprod-req000098-00e89186,192,39,235,7,gate,random,0.23486823143545918
tfprod-req000098-00e89186,192,39,235,7,gate,two_view_oracle,0.6566429368334841
tfprod-req000098-00e89186,192,39,235,7,up,generalized,0.4119168388820712
tfprod-req000098-00e89186,192,39,235,7,up,learned_s11,0.45692665984733416
tfprod-req000098-00e89186,192,39,235,7,up,learned_s29,0.4046464396950562
tfprod-req000098-00e89186,192,39,235,7,up,learned_s47,0.385784971788806
tfprod-req000098-00e89186,192,39,235,7,up,native,0.2559772918434494
tfprod-req000098-00e89186,192,39,235,7,up,overcomplete_2x,0.41672940400914876
tfprod-req000098-00e89186,192,39,235,7,up,pca,0.4455886977825178
tfprod-req000098-00e89186,192,39,235,7,up,progressive_best,0.37574083268074787
tfprod-req000098-00e89186,192,39,235,7,up,random,0.12135929898942527
tfprod-req000098-00e89186,192,39,235,7,up,two_view_oracle,0.4544507384440641
tfprod-req000098-00e89186,208,20,72,4,down,generalized,0.2797402319380481
tfprod-req000098-00e89186,208,20,72,4,down,learned_s11,0.2959511608005403
tfprod-req000098-00e89186,208,20,72,4,down,learned_s29,0.24225113694465475
tfprod-req000098-00e89186,208,20,72,4,down,learned_s47,0.3080849215903506
tfprod-req000098-00e89186,208,20,72,4,down,native,0.43232838515171734
tfprod-req000098-00e89186,208,20,72,4,down,overcomplete_2x,0.2939794524274785
tfprod-req000098-00e89186,208,20,72,4,down,pca,0.34065825011263506
tfprod-req000098-00e89186,208,20,72,4,down,progressive_best,0.45519390843032537
tfprod-req000098-00e89186,208,20,72,4,down,random,0.22921186225908655
tfprod-req000098-00e89186,208,20,72,4,down,two_view_oracle,0.2977485261428169
tfprod-req000098-00e89186,208,20,72,4,gate,generalized,0.5190787796797366
tfprod-req000098-00e89186,208,20,72,4,gate,learned_s11,0.4747084148980533
tfprod-req000098-00e89186,208,20,72,4,gate,learned_s29,0.46848966881784304
tfprod-req000098-00e89186,208,20,72,4,gate,learned_s47,0.4888200257928185
tfprod-req000098-00e89186,208,20,72,4,gate,native,0.24823482114591144
tfprod-req000098-00e89186,208,20,72,4,gate,overcomplete_2x,0.44088467886058336
tfprod-req000098-00e89186,208,20,72,4,gate,pca,0.49381916566322875
tfprod-req000098-00e89186,208,20,72,4,gate,progressive_best,0.4775953276249073
tfprod-req000098-00e89186,208,20,72,4,gate,random,0.17014744161625311
tfprod-req000098-00e89186,208,20,72,4,gate,two_view_oracle,0.5202711439580489
tfprod-req000098-00e89186,208,20,72,4,up,generalized,0.4560508553076308
tfprod-req000098-00e89186,208,20,72,4,up,learned_s11,0.3888725546237401
tfprod-req000098-00e89186,208,20,72,4,up,learned_s29,0.40194208782333496
tfprod-req000098-00e89186,208,20,72,4,up,learned_s47,0.4208949249398025
tfprod-req000098-00e89186,208,20,72,4,up,native,0.24389762295780604
tfprod-req000098-00e89186,208,20,72,4,up,overcomplete_2x,0.3554560733942089
tfprod-req000098-00e89186,208,20,72,4,up,pca,0.42928049214504316
tfprod-req000098-00e89186,208,20,72,4,up,progressive_best,0.4160479798299125
tfprod-req000098-00e89186,208,20,72,4,up,random,0.11525042061016048
tfprod-req000098-00e89186,208,20,72,4,up,two_view_oracle,0.45574122380776927
tfprod-req000098-00e89186,208,39,189,2,down,generalized,0.44797412474218296
tfprod-req000098-00e89186,208,39,189,2,down,learned_s11,0.38593654312270426
tfprod-req000098-00e89186,208,39,189,2,down,learned_s29,0.3707081355269301
tfprod-req000098-00e89186,208,39,189,2,down,learned_s47,0.33810148731852174
tfprod-req000098-00e89186,208,39,189,2,down,native,0.5502194529051091
tfprod-req000098-00e89186,208,39,189,2,down,overcomplete_2x,0.42117237183954176
tfprod-req000098-00e89186,208,39,189,2,down,pca,0.41705773326810275
tfprod-req000098-00e89186,208,39,189,2,down,progressive_best,0.6039157897650441
tfprod-req000098-00e89186,208,39,189,2,down,random,0.00424465846111996
tfprod-req000098-00e89186,208,39,189,2,down,two_view_oracle,0.4080790589850208
tfprod-req000098-00e89186,208,39,189,2,gate,generalized,0.8245869929972229
tfprod-req000098-00e89186,208,39,189,2,gate,learned_s11,0.8112075138353185
tfprod-req000098-00e89186,208,39,189,2,gate,learned_s29,0.8161566077561997
tfprod-req000098-00e89186,208,39,189,2,gate,learned_s47,0.7986743630167233
tfprod-req000098-00e89186,208,39,189,2,gate,native,0.428902618938615
tfprod-req000098-00e89186,208,39,189,2,gate,overcomplete_2x,0.787933525103822
tfprod-req000098-00e89186,208,39,189,2,gate,pca,0.8167807616078626
tfprod-req000098-00e89186,208,39,189,2,gate,progressive_best,0.8050823256517723
tfprod-req000098-00e89186,208,39,189,2,gate,random,0.3137209616603024
tfprod-req000098-00e89186,208,39,189,2,gate,two_view_oracle,0.8171417992735737
tfprod-req000098-00e89186,208,39,189,2,up,generalized,0.7479360914415918
tfprod-req000098-00e89186,208,39,189,2,up,learned_s11,0.7314851378745152
tfprod-req000098-00e89186,208,39,189,2,up,learned_s29,0.7455796022400527
tfprod-req000098-00e89186,208,39,189,2,up,learned_s47,0.7197438653757233
tfprod-req000098-00e89186,208,39,189,2,up,native,0.2927213197848903
tfprod-req000098-00e89186,208,39,189,2,up,overcomplete_2x,0.7111031636088382
tfprod-req000098-00e89186,208,39,189,2,up,pca,0.7352726447795165
tfprod-req000098-00e89186,208,39,189,2,up,progressive_best,0.7196601412593571
tfprod-req000098-00e89186,208,39,189,2,up,random,0.28678947284780465
tfprod-req000098-00e89186,208,39,189,2,up,two_view_oracle,0.7419209518127832
tfprod-req000098-00e89186,224,20,72,5,down,generalized,0.24052987734727768
tfprod-req000098-00e89186,224,20,72,5,down,learned_s11,0.3745443398394324
tfprod-req000098-00e89186,224,20,72,5,down,learned_s29,0.27495909421065623
tfprod-req000098-00e89186,224,20,72,5,down,learned_s47,0.08868342238925994
tfprod-req000098-00e89186,224,20,72,5,down,native,0.47928522782162386
tfprod-req000098-00e89186,224,20,72,5,down,overcomplete_2x,0.15217525389738507
tfprod-req000098-00e89186,224,20,72,5,down,pca,0.024116961526895485
tfprod-req000098-00e89186,224,20,72,5,down,progressive_best,0.5176006330175156
tfprod-req000098-00e89186,224,20,72,5,down,random,0.3528530025866429
tfprod-req000098-00e89186,224,20,72,5,down,two_view_oracle,0.3694150895330216
tfprod-req000098-00e89186,224,20,72,5,gate,generalized,0.36437983652832695
tfprod-req000098-00e89186,224,20,72,5,gate,learned_s11,0.3703121428252254
tfprod-req000098-00e89186,224,20,72,5,gate,learned_s29,0.3578803629436244
tfprod-req000098-00e89186,224,20,72,5,gate,learned_s47,0.3700313433739164
tfprod-req000098-00e89186,224,20,72,5,gate,native,0.28682009340646963
tfprod-req000098-00e89186,224,20,72,5,gate,overcomplete_2x,0.31693518003301546
tfprod-req000098-00e89186,224,20,72,5,gate,pca,0.324016573127058
tfprod-req000098-00e89186,224,20,72,5,gate,progressive_best,0.34194277898604186
tfprod-req000098-00e89186,224,20,72,5,gate,random,0.14824110973462246
tfprod-req000098-00e89186,224,20,72,5,gate,two_view_oracle,0.37310295418408157
tfprod-req000098-00e89186,224,20,72,5,up,generalized,0.24672575450340284
tfprod-req000098-00e89186,224,20,72,5,up,learned_s11,0.2867780313474941
tfprod-req000098-00e89186,224,20,72,5,up,learned_s29,0.24101013875510138
tfprod-req000098-00e89186,224,20,72,5,up,learned_s47,0.2728894217416623
tfprod-req000098-00e89186,224,20,72,5,up,native,0.22895798680879192
tfprod-req000098-00e89186,224,20,72,5,up,overcomplete_2x,0.21046460016668694
tfprod-req000098-00e89186,224,20,72,5,up,pca,0.21097466329100656
tfprod-req000098-00e89186,224,20,72,5,up,progressive_best,0.21169956289488429
tfprod-req000098-00e89186,224,20,72,5,up,random,0.1691704606991984
tfprod-req000098-00e89186,224,20,72,5,up,two_view_oracle,0.2869560599846988
tfprod-req000098-00e89186,224,20,232,6,down,generalized,0.1237853833649957
tfprod-req000098-00e89186,224,20,232,6,down,learned_s11,0.2154368507502076
tfprod-req000098-00e89186,224,20,232,6,down,learned_s29,0.19340151053095125
tfprod-req000098-00e89186,224,20,232,6,down,learned_s47,0.07918370827478935
tfprod-req000098-00e89186,224,20,232,6,down,native,0.5914574540237209
tfprod-req000098-00e89186,224,20,232,6,down,overcomplete_2x,0.2500205018614656
tfprod-req000098-00e89186,224,20,232,6,down,pca,0.2441360426113979
tfprod-req000098-00e89186,224,20,232,6,down,progressive_best,0.6273765575405867
tfprod-req000098-00e89186,224,20,232,6,down,random,0.14111143146547903
tfprod-req000098-00e89186,224,20,232,6,down,two_view_oracle,0.17106515795134936
tfprod-req000098-00e89186,224,20,232,6,gate,generalized,0.3026631484567171
tfprod-req000098-00e89186,224,20,232,6,gate,learned_s11,0.2647158973759399
tfprod-req000098-00e89186,224,20,232,6,gate,learned_s29,0.30995934483350157
tfprod-req000098-00e89186,224,20,232,6,gate,learned_s47,0.2646802050796879
tfprod-req000098-00e89186,224,20,232,6,gate,native,0.1697169794895976
tfprod-req000098-00e89186,224,20,232,6,gate,overcomplete_2x,0.21672025311610246
tfprod-req000098-00e89186,224,20,232,6,gate,pca,0.26715436680573745
tfprod-req000098-00e89186,224,20,232,6,gate,progressive_best,0.271017506809645
tfprod-req000098-00e89186,224,20,232,6,gate,random,0.09605258818553593
tfprod-req000098-00e89186,224,20,232,6,gate,two_view_oracle,0.30017313726012296
tfprod-req000098-00e89186,224,20,232,6,up,generalized,0.2719932120849533
tfprod-req000098-00e89186,224,20,232,6,up,learned_s11,0.20911584879506429
tfprod-req000098-00e89186,224,20,232,6,up,learned_s29,0.20819845124883063
tfprod-req000098-00e89186,224,20,232,6,up,learned_s47,0.1948716490037571
tfprod-req000098-00e89186,224,20,232,6,up,native,0.18596606158499476
tfprod-req000098-00e89186,224,20,232,6,up,overcomplete_2x,0.16702608755822496
tfprod-req000098-00e89186,224,20,232,6,up,pca,0.2271028148233954
tfprod-req000098-00e89186,224,20,232,6,up,progressive_best,0.25266098967697903
tfprod-req000098-00e89186,224,20,232,6,up,random,0.15039448216684473
tfprod-req000098-00e89186,224,20,232,6,up,two_view_oracle,0.2702069737770985
tfprod-req000098-00e89186,240,0,1,5,down,generalized,0.1514575383671124
tfprod-req000098-00e89186,240,0,1,5,down,learned_s11,0.2367001423634367
tfprod-req000098-00e89186,240,0,1,5,down,learned_s29,0.11263278708264404
tfprod-req000098-00e89186,240,0,1,5,down,learned_s47,0.2821491801658257
tfprod-req000098-00e89186,240,0,1,5,down,native,0.5417410858810444
tfprod-req000098-00e89186,240,0,1,5,down,overcomplete_2x,0.1727882288242779
tfprod-req000098-00e89186,240,0,1,5,down,pca,0.2115907033805357
tfprod-req000098-00e89186,240,0,1,5,down,progressive_best,0.6481707103492468
tfprod-req000098-00e89186,240,0,1,5,down,random,0.26585938701035755
tfprod-req000098-00e89186,240,0,1,5,down,two_view_oracle,0.19882294087054916
tfprod-req000098-00e89186,240,0,1,5,gate,generalized,0.5656363804836042
tfprod-req000098-00e89186,240,0,1,5,gate,learned_s11,0.5824166936022552
tfprod-req000098-00e89186,240,0,1,5,gate,learned_s29,0.5952794134377266
tfprod-req000098-00e89186,240,0,1,5,gate,learned_s47,0.6131879626036243
tfprod-req000098-00e89186,240,0,1,5,gate,native,0.37785907662739415
tfprod-req000098-00e89186,240,0,1,5,gate,overcomplete_2x,0.5271874588142569
tfprod-req000098-00e89186,240,0,1,5,gate,pca,0.5413400891420093
tfprod-req000098-00e89186,240,0,1,5,gate,progressive_best,0.5610966359727244
tfprod-req000098-00e89186,240,0,1,5,gate,random,0.1621763932834267
tfprod-req000098-00e89186,240,0,1,5,gate,two_view_oracle,0.5781624123667841
tfprod-req000098-00e89186,240,0,1,5,up,generalized,0.4998324373968399
tfprod-req000098-00e89186,240,0,1,5,up,learned_s11,0.4591771051364889
tfprod-req000098-00e89186,240,0,1,5,up,learned_s29,0.4879121597117628
tfprod-req000098-00e89186,240,0,1,5,up,learned_s47,0.4788021747611596
tfprod-req000098-00e89186,240,0,1,5,up,native,0.3651147303757319
tfprod-req000098-00e89186,240,0,1,5,up,overcomplete_2x,0.43376791116250946
tfprod-req000098-00e89186,240,0,1,5,up,pca,0.45233717763413284
tfprod-req000098-00e89186,240,0,1,5,up,progressive_best,0.4435198663927913
tfprod-req000098-00e89186,240,0,1,5,up,random,0.15488206767041063
tfprod-req000098-00e89186,240,0,1,5,up,two_view_oracle,0.49509878089422676
tfprod-req000098-00e89186,240,20,72,4,down,generalized,0.35429965706916094
tfprod-req000098-00e89186,240,20,72,4,down,learned_s11,0.4021220585628805
tfprod-req000098-00e89186,240,20,72,4,down,learned_s29,0.4949716154572158
tfprod-req000098-00e89186,240,20,72,4,down,learned_s47,0.436760544922714
tfprod-req000098-00e89186,240,20,72,4,down,native,0.6996874693335948
tfprod-req000098-00e89186,240,20,72,4,down,overcomplete_2x,0.2716785859081034
tfprod-req000098-00e89186,240,20,72,4,down,pca,0.41871755948357403
tfprod-req000098-00e89186,240,20,72,4,down,progressive_best,0.7362900043166372
tfprod-req000098-00e89186,240,20,72,4,down,random,0.34900475441715806
tfprod-req000098-00e89186,240,20,72,4,down,two_view_oracle,0.3867527600322637
tfprod-req000098-00e89186,240,20,72,4,gate,generalized,0.4950282026859638
tfprod-req000098-00e89186,240,20,72,4,gate,learned_s11,0.5099322495404632
tfprod-req000098-00e89186,240,20,72,4,gate,learned_s29,0.4722758257976793
tfprod-req000098-00e89186,240,20,72,4,gate,learned_s47,0.4696668971478329
tfprod-req000098-00e89186,240,20,72,4,gate,native,0.2887650565612914
tfprod-req000098-00e89186,240,20,72,4,gate,overcomplete_2x,0.44955940796353266
tfprod-req000098-00e89186,240,20,72,4,gate,pca,0.4799411795378676
tfprod-req000098-00e89186,240,20,72,4,gate,progressive_best,0.48293416890964935
tfprod-req000098-00e89186,240,20,72,4,gate,random,0.17604025910867893
tfprod-req000098-00e89186,240,20,72,4,gate,two_view_oracle,0.5098766466120157
tfprod-req000098-00e89186,240,20,72,4,up,generalized,0.2524170848373338
tfprod-req000098-00e89186,240,20,72,4,up,learned_s11,0.2925321924981601
tfprod-req000098-00e89186,240,20,72,4,up,learned_s29,0.23344954086368863
tfprod-req000098-00e89186,240,20,72,4,up,learned_s47,0.2622016241360723
tfprod-req000098-00e89186,240,20,72,4,up,native,0.1607854343720991
tfprod-req000098-00e89186,240,20,72,4,up,overcomplete_2x,0.20457017888849066
tfprod-req000098-00e89186,240,20,72,4,up,pca,0.2081808115356232
tfprod-req000098-00e89186,240,20,72,4,up,progressive_best,0.2181531615121319
tfprod-req000098-00e89186,240,20,72,4,up,random,0.15963677547974808
tfprod-req000098-00e89186,240,20,72,4,up,two_view_oracle,0.29350554954379204
tfprod-req000098-00e89186,240,39,235,3,down,generalized,0.30155604980637174
tfprod-req000098-00e89186,240,39,235,3,down,learned_s11,0.1651239019522337
tfprod-req000098-00e89186,240,39,235,3,down,learned_s29,0.2482916795091881
tfprod-req000098-00e89186,240,39,235,3,down,learned_s47,0.012566351760854882
tfprod-req000098-00e89186,240,39,235,3,down,native,0.4087804899437121
tfprod-req000098-00e89186,240,39,235,3,down,overcomplete_2x,0.1849689591505814
tfprod-req000098-00e89186,240,39,235,3,down,pca,0.2470234246418647
tfprod-req000098-00e89186,240,39,235,3,down,progressive_best,0.40941990143517
tfprod-req000098-00e89186,240,39,235,3,down,random,0.14910704266669536
tfprod-req000098-00e89186,240,39,235,3,down,two_view_oracle,0.2994219378636665
tfprod-req000098-00e89186,240,39,235,3,gate,generalized,0.5064279191012899
tfprod-req000098-00e89186,240,39,235,3,gate,learned_s11,0.49805022170424335
tfprod-req000098-00e89186,240,39,235,3,gate,learned_s29,0.5069395359668563
tfprod-req000098-00e89186,240,39,235,3,gate,learned_s47,0.5255635789769342
tfprod-req000098-00e89186,240,39,235,3,gate,native,0.39810414121661475
tfprod-req000098-00e89186,240,39,235,3,gate,overcomplete_2x,0.49628001723726467
tfprod-req000098-00e89186,240,39,235,3,gate,pca,0.5204384484892122
tfprod-req000098-00e89186,240,39,235,3,gate,progressive_best,0.4866378249502791
tfprod-req000098-00e89186,240,39,235,3,gate,random,0.21985787165702475
tfprod-req000098-00e89186,240,39,235,3,gate,two_view_oracle,0.5163079032233602
tfprod-req000098-00e89186,240,39,235,3,up,generalized,0.4131275039849543
tfprod-req000098-00e89186,240,39,235,3,up,learned_s11,0.3898933606998627
tfprod-req000098-00e89186,240,39,235,3,up,learned_s29,0.4362394216196047
tfprod-req000098-00e89186,240,39,235,3,up,learned_s47,0.4683716001199411
tfprod-req000098-00e89186,240,39,235,3,up,native,0.24360772748868417
tfprod-req000098-00e89186,240,39,235,3,up,overcomplete_2x,0.3898522083206209
tfprod-req000098-00e89186,240,39,235,3,up,pca,0.43714322905091957
tfprod-req000098-00e89186,240,39,235,3,up,progressive_best,0.38264487057818053
tfprod-req000098-00e89186,240,39,235,3,up,random,0.15033155020972275
tfprod-req000098-00e89186,240,39,235,3,up,two_view_oracle,0.4339696899638314
tfprod-req000098-00e89186,256,20,72,1,down,generalized,0.385186315301141
tfprod-req000098-00e89186,256,20,72,1,down,learned_s11,0.37417080361302446
